Level,Symbol,Meaning,Radical Component Name,Radical Component Symbol,Meaning Mnemonic,Reading Onyomi,Reading Kunyomi,Reading Nanori,Reading Whitelist,Reading Mnemonic
11,便,"Convenience,Convenient","Leader,Ground,Rice Paddy,Treasure","ｲ,一,田,メ","A <radical>leader</radical> stands upon the <radical>ground</radical> of the <radical>rice paddy</radical>. She is searching for <radical>treasure</radical>. It is said that this treasure here in this rice field will make things much easier for the leader (that's what leaders really want, after all). If she gets this treasure, it will be a great <kanji>convenience</kanji> for her, because convenience is everything when you're the leader.

Imagine the leader looking around the rice paddy. She keeps saying, ""Ugh, it would be convenient if I didn't have to walk around out here looking for the treasure that's going to make things more convenient for me. Ugh."" Go ahead and say this phrase out loud, too, pretending to be the leader in the rice paddy. Feel the cold and the wet, making it less convenient for you.","<reading><jp>べん, びん</jp></reading>",<jp>たよ</jp>,None,"べん, びん","She finds a place to dig in the ground. It looks like there's some fresh dirt here. Finally, the treasure of <kanji>convenience</kanji> that will make this leader's life so much easier. She digs into the ground and pulls out a box. When she opens it, she finds out it's a <reading>ben</reading>to (<jp>べん</jp>). My god, she thinks. This really will make my life more convenient. My people can take their lunches with them now instead of coming back to base to eat, which will waste way less time!

Feel the happiness that the leader would feel at this revelation. It will make everything much more convenient for her, since she's not the one doing all the manual labor. She won't have to eat out of a bento, that's for sure."
5,社,Company,"Spirit,Dirt","ネ,土","Plant a <radical>spirit</radical> in the <radical>dirt</radical> before you start your <kanji>company</kanji> and it will be successful. That's what all the great, old Japanese companies did back in the olden days. That's why companies like Mitsubishi have been around for hundreds of years. They planted a spirit in the dirt to help their company grow, and grow it did!

Picture a young person way back in old-timey history times burying the spirit of one of their ancestors in the dirt. Now watch as an old-timey time lapse plays out in front of your eyes and a company is born!",<reading><jp>しゃ</jp></reading>,<jp>やしろ</jp>,None,しゃ,"Where did you learn about this method of <kanji>company</kanji> growing? From a <reading>sha</reading>man (<jp>しゃ</jp>), of course. Shamans aren't just spouting nonsense, they know what they're talking about. And spirits are right up their shaman alley.

Imagine going to a shaman and having them tell you that for your company to be successful you need to bury a spirit in the dirt so it can help the company grow. You should probably listen."
6,知,Know,"Arrow,Mouth","矢,口","Just before saying something important, you take an <radical>arrow</radical> to the <radical>mouth</radical> which seals your lips together, making it so you can't talk. Someone doesn't want you to share what you <kanji>know</kanji> with someone else.

Imagine being so surprised by this arrow. Then, think of all the things you know that need to be said and told to everyone. Maybe you have information about nuke codes. Maybe you have information that will save the President. Whatever it is, make sure you know important things that need to be said (but also things that people want to prevent you from saying, even if it means shooting you in the mouth with an arrow).",<reading><jp>ち</jp></reading>,<jp>し</jp>,None,ち,"To remember the reading <jp>ち</jp> we use the word ""cheese.""

One of the things you <kanji>know</kanji> is actually very strange but very important. The president's <reading>chee</reading>se (<jp>ち</jp>) has been poisoned and only you know. If you could just say something then maybe you could save her... but... you have an arrow in your mouth.

Try saying the words ""cheese"" with an arrow in your mouth. What would that sound like? Go ahead and pretend out loud."
45,岳,Peak,"Axe,Ground,Mountain","斤,一,山","An <radical>axe</radical> is sticking in the <radical>ground</radical> on top of a <radical>mountain</radical>. It's sticking into the very <kanji>peak</kanji>. Because why would you bother to stick your axe anywhere else on the mountain to prove you climbed it? 

Picture that axe, jammed into the mountain's <kanji>peak</kanji>. The person who did that must have been really cool to get all the way up there.",<reading><jp>がく</jp></reading>,<jp>たけ</jp>,None,がく,"You can't help but <reading>gawk</reading> (<jp>がく</jp>) at the <kanji>peak</kanji>. Somehow it looks even higher now.


Go ahead, imagine this peak with an axe in it and actually gawk a bit at how far you have to go to get that high.
"
34,咳,Cough,"Mouth,Slice","口,亥","Your <radical>mouth</radical> was <radical>slice</radical>d open by a terrible <kanji>cough</kanji>.

You've heard of a hacking cough, right? Well, this is worse. It's a slicing cough, and it's sliced right through your mouth, too. Imagine it flapping around while you cough.",<jp>がい</jp>,<reading><jp>せき</jp></reading>,None,せき,"Oddly enough, some people find your <kanji>cough</kanji> <reading>sexy</reading> (<jp>せき</jp>).

That slicing cough opened up a nice gravelly, sexy voice. Between coughs, you start noticing all the looks you're getting. You realize your cough is making you really sexy to all the people around you. Cough cough cough."
1,下,"Below,Down,Under,Beneath","Ground,Toe","一,ト","There's a <radical>toe</radical> <kanji>below</kanji> <radical>ground</radical>.

So, where is the <radical>toe</radical> now? It's <kanji>below</kanji> ground. Imagine yourself digging it out, and thinking... ugh, why does it have to be <kanji>below</kanji> ground like this? So irritating. Will I be able to sew it back on in time to save it?","<reading><jp>か, げ</jp></reading>","<jp>した, さ, くだ, お</jp>",None,"か, げ","You keep digging for the <radical>toe</radical> <kanji>below</kanji> the <radical>ground</radical>, and instead of hitting a <radical>toe</radical> you hit something hard and metallic. You keep digging and digging around it, but it's huge. Turns out, you found yourself a <reading>car</reading> (<jp>か</jp>). Keep digging until you unearth the car. Inside, you find the toe you were looking for.

There's another useful on'yomi reading that just isn't useful enough for you to learn now. That reading is <jp>げ</jp>, but we're only going to worry about that much, much later when you have to learn one or two vocab words that read <jp>下</jp> as <jp>げ</jp>. That's the problem with really common kanji - too many readings."
33,股,"Crotch,Groin,Fork","Moon,Weapon","月,殳","You keep your <radical>moon</radical> <radical>weapon</radical> in your <kanji>crotch</kanji>. Where else would you keep it?

Your moon weapon is a moon that you keep in your crotch. We'll let you imagine how this one works...  ",<reading><jp>こ</jp></reading>,"<jp>また, もも</jp>",None,こ,"Your <kanji>crotch</kanji> has a moon weapon, and it's served you well, so you hope that if you have a <reading><span lang=""ja"">子</span></reading> (<jp>こ</jp>) one day, they'll have one too. 

Your mother had a moon weapon, and her father before her. It's been in the family for generations, and you hope to pass it on to your <reading><span lang=""ja"">子</span></reading> as well."
1,人,Person,Person,人,"Remember how the radical version of this kanji meant <radical>person</radical> because it's a person walking from the side with their arms down? Well this is a <kanji>person</kanji> too!

Know the radicals, and you shall know the kanji.","<reading><jp>にん, じん</jp></reading>","<jp>ひと, と</jp>",None,"にん, じん","Only one <kanji>person</kanji> at <reading>Nin</reading>tendo (<jp>にん</jp>) complained about the new <reading>jean</reading>s (<jp>じん</jp>) policy, and that person was you.

Imagine how angry you were about the policy. You'll have to come up with something to be angry about yourself (pick something that would actually make you angry, like maybe you're only allowed to wear cut off short-shorts jeans at Nintendo now), but if you pick something good, you'll definitely remember the two readings for this. Just remember you're working at <reading>Nin</reading>tendo, and the policy has to be something about <reading>jean</reading>s. Then, imagine yourself as the only <kanji>person</kanji> complaining and everyone else in their dumb jeans (or lack-thereof) shaking their head at you because you're being a fool."
14,狼,Wolf,"Animal,Good","犭,良","One <radical>animal</radical> that is particularly  <radical>good</radical> is the <kanji>wolf</kanji>. Wolves have a bad reputation, but actually they're very, very good animals.

When wolves are reintroduced to an ecosystem, good things happen. Overpopulation in deer and other animals decline, plants grow and create more habitats, and the balance of wildlife improves. It all starts with wolves, who are good dogs.

Also, wolves take care of wild, abandoned kids. Only wolves do that, because they're good. Just ask Mowgli!",<jp>ろう</jp>,<reading><jp>おおかみ</jp></reading>,None,おおかみ,"A <kanji>wolf</kanji> might be good, but if you run into one, all you can do is scream <reading>Oh </reading>!” (<jp>おおかみ</jp>).

""Oh <jp>神</jp>,"" as in, ""Oh god,"" because you're about to be eaten by a good wolf. You're part of the ecosystem now."
44,梨,Pear,"Grain,Knife,Tree","禾,刂,木","The <radical>grain</radical> you cut off a <radical>tree</radical> with a <radical>knife</radical> is a <kanji>pear</kanji>. I don't know if you've ever seen Asian pears, but they're pretty big and sturdy. You can't just pick them off of the tree, you need the help of a knife. That's why this is a pear, and not an apple or peach or something else.

Imagine standing below a tree full of pears. You take your knife and carefully cut them all down, one by one.",<jp>り</jp>,<reading><jp>なし</jp></reading>,None,なし,"As you cut the <kanji>pear</kanji>s down, you can't help but <reading>gnash</reading> (<jp>なし</jp>) your teeth. You want to eat these pears right now. You gnash and grind and wait though, because you want to have them all down before you start the feast.

Imagine a beautiful, ripe pear in your mind. Now gnash your teeth. Mmm. You want to eat a pear right now, don't you?"
14,折,"Fold,Bend","Fingers,Axe","扌,斤","If your <radical>fingers</radical> are strong enough you can take an <radical>axe</radical> and <kanji>fold</kanji> it in half. Bad men were cutting down all the forests, so you're going around <kanji>bend</kanji>ing their axes so they can't cut trees down anymore.

Imagine holding an axe between your fingers and folding it like a pretzel. Or some silly putty. Or a really soft axe.",<reading><jp>せつ</jp></reading>,<jp>お</jp>,None,せつ,"Unfortunately, as you <kanji>fold</kanji> these axes in half you realize they come in <reading>sets</reading> (<jp>せつ</jp>), so there are twice the axes you thought there would be. To compensate, you start folding them in sets too.

How many axes can you bend at once? A set of two? What about a set of four? Or a set of forty-two?"
4,休,Rest,"Leader,Tree","ｲ,木","The <radical>leader</radical> is next to the <radical>tree</radical>. What is he doing? He's leaning against it, <kanji>rest</kanji>ing.

The best thing to do with a tree is rest under it. Picture the leader resting under the tree with his eyes half closed.",<reading><jp>きゅう</jp></reading>,<jp>やす</jp>,None,きゅう,"As he <kanji>rest</kanji>s, he suddenly gets hungry and pulls a <reading>cu</reading>cumber (<jp>きゅう</jp>) off the tree and bites into it. A good rest isn't complete without some crunchy tree cucumbers.

Don't email me saying cucumbers don't grow on trees. Cucumber trees exist. Look them up and then rest easy knowing I'd never lie to you."
30,背,"Back,Height","North,Moon","北,月","You fly <radical>north</radical> to the <radical>moon</radical> and break your <kanji>back</kanji> when you finally land on it. You weren’t braced for impact so when you hit the moon, your back took all of the impact.

Imagine flying north to the moon. Feel the force of being rocketed through space on your journey. Now feel your spine telescope and your back break. It really hurts.",<reading><jp>はい</jp></reading>,"<jp>せ, そむ</jp>",None,はい,"Your <kanji>back</kanji> hurts so much that the only way to properly explain the pain is in <reading>hai</reading>ku (<jp>はい</jp>) form. 

I flew to the moon.
It is there I broke my back.
My back hurts real bad.

Say this haiku out loud. Memorize it and use this haiku to remember this kanji."
4,代,"Substitute,Replace,Period,Age","Leader,Ceremony","ｲ,弋","The <radical>leader</radical> for the <radical>ceremony</radical> can't come so you need a <kanji>substitute</kanji> to <kanji>replace</kanji> them ASAP!

This kanji has another meaning too. The leader can't come to the ceremony because they forgot what <kanji>period</kanji> of time it was. If they think they're in the wrong <kanji>age</kanji>, they won't come because they're trying to lead some monkeys in the ceremony instead.

Picture the leader of the ceremony out back, unsure of what period or age they're in, while the substitute leader walks in and stares at them in shock.","<reading><jp>だい, たい</jp></reading>","<jp>か, かわ, しろ</jp>",None,"だい, たい","The <kanji>substitute</kanji> leader is wearing the wrong color clothes, so you have to <reading>dye</reading> (<jp>だい</jp>) them, like they did in the olden <kanji>age</kanji>s.

Now you're out back with the original leader and the substitute leader, trying to dye the color of this stupid shirt to match that one."
42,軸,"Axis,Axle","Car,Reason","車,由","For a <radical>car</radical>, the <radical>reason</radical> why it works is because its wheels spin on their <kanji>axis</kanji>. That is, they have <kanji>axle</kanji>s.

Imagine a car whose wheels don't turn on their <kanji>axis</kanji>. It has no <kanji>axle</kanji>s. Not a car that will work too well.",<reading><jp>じく</jp></reading>,None,None,じく,"Your friend's car doesn't have <kanji>axle</kanji>s, but he loves it anyway. He's all like, ""Isn't this a cool car?"" You reply: ""<reading>Gee, coo</reading>l"" (<jp>じく</jp>) very sarcastically.

You're super sarcastic about this, so feel the sarcasm inside of you when you imagine this."
38,噛,"Bite,Chew","Mouth,Tooth","口,歯","Your <radical>mouth</radical> has a <radical>tooth</radical> that you use to <kanji>bite</kanji> and <kanji>chew</kanji> with.

Imagine that one tooth in your mouth chewing through everything. It's not easy to chew with only one tooth, but luckily yours is huge and razor-sharp, so it helps you to bite and chew your way through anything you like.",None,"<reading><jp>か, かじ</jp></reading>",None,"か, かじ","Your one tooth is so strong that you can even use it to <kanji>bite</kanji> and <kanji>chew</kanji> up a whole  <reading>ca</reading>r (<jp>か</jp>).

Some people like eating cars, and you're one of them. You can't get enough of those delicious cars. You just bite them apart and chew."
4,男,Man,"Rice Paddy,Power","田,力","<radical>Rice paddy</radical> <radical>power</radical> comes from a <kanji>man</kanji>. One man, in fact. He's running on a big wheel next to the rice paddy and providing all of the power for the rice to grow and be harvested.

Picture the power this man is generating! Now look at the next rice paddy and you'll see it's on a different power grid with a different man powering it.","<reading><jp>だん, なん</jp></reading>",<jp>おとこ</jp>,None,"だん, なん","A <kanji>man</kanji> can power an entire rice paddy until <reading>dawn</reading> (<jp>だん</jp>). Once dawn comes they need a little break, so they nap. But once dawn is over, they're back at it again!

Picture the man watching as the first light of dawn tints the color of the sky, turning it pink and orange. He stops working, lies down, and falls asleep."
39,宛,Address,"Roof,Evening,Snake","宀,夕,巳","On your <radical>roof</radical> every <radical>evening</radical> you meet with <radical>snake</radical>s. All snakes know your <kanji>address</kanji>.

You're snake famous. Snakes go on a pilgrimage to your address every evening. Your address is passed down from snake generation to snake generation.",<jp>えん</jp>,<reading><jp>あて</jp></reading>,None,あて,"The snakes come to your <kanji>address</kanji> every night to receive the greatest gift you can give a snake: <reading>a </reading> (<jp>あて</jp>).

""You only give a <jp>手</jp> a night. Newcomers might have a <jp>手</jp> or two, but some snakes who have been coming to your address for years have hundreds of <jp>手</jp>s.

They are human hands."""
24,腕,Arm,"Moon,Roof,Evening,Snake","月,宀,夕,巳","The <radical>moon</radical> shines on your <radical>roof</radical> in the <radical>evening</radical> and a <radical>snake</radical> suddenly appears! Wait, that's not a snake, it's your <kanji>arm</kanji>, sticking out from under the roof.

Arms really look like snakes in the moonlight. Picture it. Your arm is long and shiny, just like a snake.",<jp>わん</jp>,<reading><jp>うで</jp></reading>,None,うで,"Your <kanji>arm</kanji> is exposed to the moon and the outside and you feel a chill. Where are your clothes? Ah, you're n<reading>ude, eh</reading> (<jp>うで</jp>)?! I guess it is pretty common to sleep in the nude, eh?

Your arms are nude, eh? That's why they look like snakes, you know. You should be more careful."
32,机,Desk,"Tree,Table","木,几","A <radical>tree</radical> combines with a <radical>table</radical> to make a <kanji>desk</kanji>. When you think about it, a desk is just a table with more stuff. To make this more stuff, like drawers and such, you need more wood, and wood comes from trees. Add materials from the tree to the table and you have a desk.

Chop this tree into pieces to transform this table into a desk. Hear the sounds of construction in your head as you make this desk with your bare hands.",<jp>き</jp>,<reading><jp>つくえ</jp></reading>,None,つくえ,"When you finish the <kanji>desk</kanji> you turn to your friend and say, “<reading>It’s cool, eh</reading> (<jp>つくえ</jp>)?” Your friend looks at you and says, “S’coo’ eh? What?” “This desk, it’s cool. It’s cool, eh?” “Aw, yeah man. S’coo’ eh.”

Another way to remember this reading is to think about where you find lots of desks. That's right, in a <reading>school</reading> (<jp>つくえ</jp>).

Just imagine someone slurring “It’s cool, eh?” While you think about how cool this desk really is. Run your hands over the finished project as you say it."
7,必,Certain,"Heart,Slide","心,丿","The <radical>slide</radical> coming out of the patient's <radical>heart</radical> is there because a mad scientist is testing to see if it's a good way to drain the body of blood. The patient is alive now... but they are definitely slated for <kanji>certain</kanji> death.

As you imagine the mad scientist drawing blood out of the patient's heart with a small slide, also imagine a little meter hooked up to him as well. On one end is ""SURVIVE!"" on the other end is ""CERTAIN DEATH."" Right now the finger is pointing close to <kanji>certain</kanji> death, though :(",<reading><jp>ひつ</jp></reading>,<jp>かなら</jp>,None,ひつ,"As the beeping heart thing starts to do one long continuous beeeeeeeeeeeeeep, the doctor puts his hands together and <reading>hits</reading> (<jp>ひつ</jp>) the dead patient over and over, attempting to bring him back.

Maybe imagine yourself running in there too, just trying to <reading>hit</reading> the patient back to life, because the patient was your friend."
19,節,"Season,Joint","Bamboo,Root,Stamp","竹,艮,卩","On the bottom of <radical>bamboo</radical> <radical>root</radical>s there is a <radical>stamp</radical> that tells the <kanji>season</kanji> in which it was cut. We've been putting these season stamps on bamboo, and later pretty much every perishable food, for a long, long time.

Picture yourself in a grocery store. You see a big pile of bamboo and pick each one up, checking the season stamps on their roots, to make sure you don't buy an old one.",<reading><jp>せつ</jp></reading>,<jp>ふし</jp>,None,せつ,"These <kanji>season</kanji> stamps are marked on bamboo <reading>sets</reading> (<jp>せつ</jp>). You can't buy a single banana or a single grape, and just like that, if you want some nice seasonal bamboo, you have to buy them in sets.

How many bamboo sets will you be buying this season? I'm getting 42 sets."
39,埋,Bury,"Dirt,Village","土,里","The <radical>dirt</radical> next to your <radical>village</radical> is where you <kanji>bury</kanji> the dead. People don't live forever, so every village has a patch of dirt specifically used for burying dead things.

Imagine the village where you grew up. Can you see the dirt area where all your ancestors were buried?",<jp>まい</jp>,"<reading><jp>う, うず</jp></reading>",None,"う, うず","You don't just <kanji>bury</kanji> dead relatives here. You also buried your dead pet <reading>u</reading>ni (<jp>う</jp>) in that dirt. You thought having an uni as a pet would be a good idea. Too bad uni need water to survive.

Imagine crying as you bury your pet uni. Your tears can't save it now. (Though it is a bit ironic, since it needed salt water.)"
3,母,"Mother,Mom","Sun,Drop","日,丶","The <radical>sun</radical> lets out one <radical>drop</radical>, and then another <radical>drop</radical>. The drops dance together in the air, combine, and when they hit the ground, up sprouts your <kanji>mother</kanji>!

Picture these two drops of the sun morphing before your very eyes until they look exactly like your dear ol' mum. She's bright and shining like the sun, and she's looking down at you, her big drop-eyes full of tears.",<jp>ぼ</jp>,"<reading><jp>はは, かあ</jp></reading>",None,"はは, かあ","Suddenly your <kanji>mother</kanji> points at you and laughs, ""<reading>Haha</reading> (<jp>はは</jp>)!"" She keeps laughing, haha haha haha, over and over. You start to feel uncomfortable.

You thought your mother was going to say something sweet or profound or motherly, and instead she's pointing and saying, ""Haha,"" over and over.

Yeah. That sounds like my mom."
14,苺,Strawberry,"Flowers,Sun,Drop","艹,日,丶","If <radical>flowers</radical> are in the <radical>sun</radical> and they receive one <radical>drop</radical> and then another <radical>drop</radical> of water, they turn into a <kanji>strawberry</kanji>.

Imagine a sunny field full of flowers, which all combine into one enormous strawberry when two drops of water fall onto them. Two drops isn't much, so they have to work together to make the giant strawberry.",None,<reading><jp>いちご</jp></reading>,None,いちご,"Believe it or not, a giant <kanji>strawberry</kanji> is the only cure for an <reading>itchy Go</reading>dzilla (<jp>いちご</jp>). 

Imagine Godzilla, covered in an itchy rash, squishing the giant strawberry and rubbing it all over his body to calm his itchy skin."
19,連,"Take Along,Connect","Scooter,Car","<i class=""radical-scooter""></i>,車","Both a <radical>scooter</radical> and a <radical>car</radical> are things you'll <kanji>take along</kanji> with you. If you want to take both along, you should <kanji>connect</kanji> them to each other to make it easier.

You can't decide which one you want, so you take along both. Good job they're connected!",<reading><jp>れん</jp></reading>,"<jp>つ, つら</jp>",None,れん,"You <kanji>take along</kanji> the things you need. Anything else, you can do a <reading>ren</reading>tal (<jp>れん</jp>) for.

You remembered your scooter and your car, but you forgot something else! You go to the rental shop and do a rental for that item."
44,笠,Conical Hat,"Bamboo,Stand","竹,立","A <radical>bamboo</radical> thing you put on your head to <radical>stand</radical> taller would probably be a hat. A bamboo hat is probably one of those hats you think of when you think of rice farmers, a <kanji>conical hat</kanji>.

You know the ones I'm talking about? They're cone-shaped, sort of, and they go on your head, keeping the sun off your face.",<jp>りゅう</jp>,<reading><jp>かさ</jp></reading>,None,かさ,"A <kanji>conical hat</kanji> is kind of like an umbrella on your head. What's the reading for ""umbrella"" in Japanese? Why, it's <reading>kasa</reading> (<jp>かさ</jp>)!

Think about a bamboo umbrella on your head. They're pretty similar in shape, after all."
40,拉,"Abduct,Pull","Fingers,Stand","扌,立","Your <radical>fingers</radical> have to <radical>stand</radical> up straight, to protect you from being <kanji>abduct</kanji>ed, or <kanji>pull</kanji>ed away against your will.

You're convinced someone is trying to abduct you, so you need to keep your fingers standing at all times, ready to defend yourself. Your fingers are feeling pretty stiff, but you still keep them standing, just in case.",<reading><jp>ら</jp></reading>,None,None,ら,"Suddenly, someone really is trying to <kanji>abduct</kanji> you. They're <kanji>pull</kanji>ling you away. It's the ancient Egyptian god <reading>Ra</reading> (<jp>ら</jp>). Help!

Luckily, your fingers were standing to attention and you were able to fight off the mighty Ra. He won't try to abduct you again in a hurry. Thank goodness for those standing fingers."
40,麺,Noodles,"Wheat,Face","麦,面","One way to put <radical>wheat</radical> in your <radical>face</radical> is with <kanji>noodles</kanji>.


Imagine yourself shoveling piles of wheaty noodles into your face. They're so wheaty and delicious!",<reading><jp>めん</jp></reading>,None,None,めん,"Once you're done stuffing noodles in your face, you can use your leftover noodles to make <kanji>noodle</kanji><reading>men</reading> (<jp>めん</jp>).

Did you ever use to make pictures with your food? (Or maybe you still do? We won't judge.) Imagine you're doing that again, and think about how lifelike your noodle men are!"
