Level	Symbol	Meaning	Kanji Component Name	Kanji Component Symbol	Meaning Mnemonic	Word Type	Reading	Reading Whitelist	Reading Mnemonic	Reading Audio Male	Reading Audio Female	Context 1-EN	Context 1-JP	Context 2-EN	Context 2-JP	Context 3-EN	Context 3-JP	Context 4-EN	Context 4-JP
15	自信	Confidence,Self Confidence	自,信	Self,Believe	When you <kanji>believe</kanji> in your <kanji>self</kanji> you have plenty of <vocabulary>confidence</vocabulary> (or <vocabulary>self confidence</vocabulary>). This is a good thing to have!	noun,する verb	<reading><jp>じしん</jp></reading>	じしん	How much <jp>自信</jp> do you have that you know how to read this word already? I bet you have some, at least! This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.	[sound:Vocab-じしん-Male.mp3]	[sound:Vocab-じしん-Female.mp3]	Koichi is quite the self-confident person.	<jp>コウイチは大変な自信家です。</jp>	You should have more confidence in yourself.	<jp>もっと自信を持った方がいいよ！</jp>	Viet said he was sure he could draw Koichi’s face better than anyone else because he knew him better than anyone else.	<jp>ビエトは、誰よりもコウイチのことをよく知っているので、誰よりもうまくコウイチの顔を描ける自信があると言っていた。</jp>	None	None
15	英和	English Japanese	英,和	England,Peace	This is seen on things like dictionaries. When you have an <kanji>English</kanji> and <kanji>Japanese</kanji> (style) dictionary, for example. You'll see it the other way around too, but this particular one is <vocabulary>English Japanese</vocabulary>.	noun	<reading><jp>えいわ</jp></reading>	えいわ	This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.	[sound:Vocab-えいわ-Male.mp3]	[sound:Vocab-えいわ-Female.mp3]	I work as an English-Japanese translator.	<jp>英和ほんやくの仕事をしています。</jp>	A new English Japanese parallel translation book came out.	<jp>新しい英和対やくの本が出ました。</jp>	Uh-oh, Cameron's about to cry! Can you go find the English-Japanese dictionary and hand it to him?	<jp>おっと、キャメロンが泣きそうだ！ちょっとあの英和辞典を探して来て、キャメロンに渡してあげてくれない？</jp>	None	None
46	帝	Japanese Emperor,Emperor Of Japan	帝	Sovereign	The one true <kanji>sovereign</kanji> is the <vocabulary>Japanese Emperor</vocabulary>, aka the <vocabulary>Emperor of Japan</vocabulary>. All other emperors aren't simply <jp>帝</jp> on its own.	independent noun	<reading><jp>みかど</jp></reading>	みかど	"To remember the reading, think about how the <vocabulary>Japanese Emperor</vocabulary>, can always pull out his ""<reading>me card</reading>"" (<jp>みかど</jp>) when he's in trouble. It's kind of like how a ""trump card"" is the one that's above all the others, but with the emperor he's always up there, so it's a ""me card"" to him. And who's gonna argue with the emperor? Not me."	[sound:Vocab-みかど-Male.mp3]	[sound:Vocab-みかど-Female.mp3]	People hung the national flag for the Japanese Emperor’s visit.	<jp>人々は、帝がお出でになるということで、国旗を掲げました。</jp>	None	None	None	None	None	None
29	催告	Notification	催,告	Sponsor,Announce	When you <kanji>sponsor</kanji> an <kanji>announce</kanji>ment, you're allowing those you're sponsoring to create some kind of <vocabulary>notification</vocabulary> for all those they want to get in contact with.	noun,する verb	<reading><jp>さいこく</jp></reading>	さいこく	This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.	[sound:Vocab-さいこく-Male.mp3]	[sound:Vocab-さいこく-Female.mp3]	A consumer credit company has been sending me notification letters over and over, demanding that I pay back my debt.	<jp>サラ金から、借金の返済を求める催告状が何度も何度も届いています。</jp>	None	None	None	None	None	None
46	鍵	Key,Lock	鍵	Key	The kanji and the word are exactly the same. That means they share meanings as well.	noun	<reading><jp>かぎ</jp></reading>	かぎ	The reading is the same as the one you learned with the kanji.	[sound:Vocab-かぎ-Male.mp3]	[sound:Vocab-かぎ-Female.mp3]	Well, I locked myself out of my car and am waiting for a locksmith to come.	<jp>いや〜鍵を中に置いたまま車に鍵をかけちゃってさ、今鍵屋さんが来るのを待ってるんだよ。</jp>	None	None	None	None	None	None
46	鈍い	Dull,Thickheaded	鈍	Dull	This is a single kanji with an <jp>い</jp> on the end, meaning you know it's probably an adjective. What's the adjective form of <kanji>dull</kanji>? It's <vocabulary>dull</vocabulary>.	い adjective	<reading><jp>にぶい</jp></reading>,<reading><jp>のろい</jp></reading>	にぶい,のろい	To remember the reading, think about how when you're i<reading>neb</reading>riated (<jp>にぶ</jp>) you need to use a <vocabulary>dull</vocabulary> knife. The <jp>にぶい</jp> reading talks about a thing that is dull. For <jp>のろい</jp>, which refers to a dull mind (someone who's <vocabulary>thickheaded</vocabulary>). Think about a <reading>Nor</reading>se (<jp>のろ</jp>) God, the God of dullbrains.	[sound:Vocab-にぶい-Male.mp3],[sound:Vocab-のろい-Male.mp3]	[sound:Vocab-にぶい-Female.mp3],[sound:Vocab-のろい-Female.mp3]	I’m pregnant and sometimes I feel a dull pain in my stomach. Is this normal?	<jp>現在妊娠中で、お腹に時々鈍い痛みを感じるんですが、これは普通ですか。</jp>	None	None	None	None	None	None
5	来月	Next Month	来,月	Come,Moon	The <kanji>next</kanji> <kanji>month</kanji> is the <vocabulary>next month</vocabulary>! It isn't this month or the month before, it's the next one!	noun	<reading><jp>らいげつ</jp></reading>	らいげつ	This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.	[sound:Vocab-らいげつ-Male.mp3]	[sound:Vocab-らいげつ-Female.mp3]	I am having a birthday party next month, so please come too, Kanae.	<jp>来月たん生日会をするので、かなえさんも来てください。</jp>	What day next month is the day of the fireworks display?	<jp>花火大会の日は来月の何日でしたっけ？</jp>	Next month I’ll start scuba diving to find the glasses I lost at sea today.	<jp>今日海に落とした眼鏡を探すために、来月スキューバダイビングを始めることにしたよ。</jp>	None	None
6	小文字	Lowercase Letters,Lowercase Characters,Lowercase	小,文,字	Small,Writing,Letter	"You know that <jp>文字</jp> means ""letters"". So, what are ""small letters""? That would be <vocabulary>lowercase letters</vocabulary>."	noun	<reading><jp>こもじ</jp></reading>	こもじ	"The reading for <jp>小</jp> is an exceptional reading. You know it means ""small,"" so think about what else is small: a child. How do you say ""child"" in Japanese? <jp>こ</jp>. You also know how to say the <jp>文字</jp> portion from the previous level, so combine those together and you have <reading><jp>こもじ</jp></reading>."	[sound:Vocab-こもじ-Male.mp3]	[sound:Vocab-こもじ-Female.mp3]	How do you switch from lowercase to uppercase?	<jp>どうやって小文字と大文字を切りかえますか。</jp>	Passwords must contain at least one uppercase letter, one lowercase letter and a number.	<jp>パスワードには、かならず大文字、小文字、すう字を一つい上つかってください。</jp>	Is your email address in all lowercase letters? Is it really? Are you crazy?	<jp>君のEメールアドレスって、全部小文字なの？本当に？ちょっとおかしいんじゃないの？</jp>	None	None
15	英語	English Language,English	英,語	England,Language	The <kanji>English</kanji> <kanji>language</kanji> is the language you're reading right here and now. This is the <vocabulary>English language</vocabulary>. It is <vocabulary>English</vocabulary>.	noun,の adjective	<reading><jp>えいご</jp></reading>	えいご	This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.	[sound:Vocab-えいご-Male.mp3]	[sound:Vocab-えいご-Female.mp3]	I think English pronunciation is more difficult than Japanese pronunciation.	<jp>英語の発音は日本語の発音よりむずかしいと思う。</jp>	If this restaurant's workers turn out to be able to speak English, we won't have to go all the way to the other one any more.	<jp>もしこのレストランの店員も英語が話せるようだったら、今後わざわざあの店まで行かなくてすむようになるね。</jp>	"""All of us hate our English and Math classes."" ""Hey, speak for yourself. I like both of them."""	<jp>「僕たちは皆、英語と数学の授業が嫌いだ。」「ちょっと、一緒にしないでよ。私は両方共好きだし。」</jp>	None	None
47	粘る	To Be Sticky,To Persevere	粘	Sticky	Because the hiragana ends with an <jp>う</jp> sound, you know this word is a verb. The kanji itself means <kanji>sticky</kanji> and the verb vocab version is <vocabulary>to be sticky</vocabulary>. It can also mean <vocabulary>to persevere</vocabulary>, because if you're being sticky towards the situation, not giving up and not letting go. You're totally persevering by sticking around.	intransitive verb,godan verb	<reading><jp>ねばる</jp></reading>	ねばる	Will I give up? I'll <reading>nevah</reading> (<jp>ねば</jp>) give up! I'll also <reading>nevah</reading> unstick from you.	[sound:Vocab-ねばる-Male.mp3]	[sound:Vocab-ねばる-Female.mp3]	Wow! That salesman is still talking to my mom. How persistent!	<jp>ええっ！あのセールスマンまだうちの母ちゃんと話をしてるよ。粘るね〜！</jp>	None	None	None	None	None	None
48	塗装	Coating,Painting	塗,装	Paint,Attire	With <kanji>paint</kanji> I want to <kanji>attire</kanji> the wall. Let's put a <vocabulary>coating</vocabulary> of <vocabulary>painting</vocabulary> up on the wall.	noun,する verb	<reading><jp>とそう</jp></reading>	とそう	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-とそう-Male.mp3]	[sound:Vocab-とそう-Female.mp3]	I am so sorry for being late. Painting my bathroom walls took me longer than I thought.	<jp>遅くなって、本当にすみません。トイレの壁の塗装が思ったよりも長引いてしまって。</jp>	None	None	None	None	None	None
33	閉める	To Close,To Shut	閉	Closed	Because the hiragana ends with an <jp>う</jp> sound, you know this word is a verb. The kanji itself means <kanji>closed</kanji> so the verb vocab version is <vocabulary>to close</vocabulary>.	transitive verb,ichidan verb	<reading><jp>しめる</jp></reading>	しめる	"Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You didn't learn that reading with this kanji, so here's a mnemonic to help you: 

You need <vocabulary>to close</vocabulary> the door or the <reading>shee</reading>p (<jp>し</jp>) will come in. Not just one sheep, or two, but hundreds of sheep. They'll see you didn't manage <vocabulary>to shut</vocabulary> that door properly, and when you turn around your house will be covered floor to ceiling with fat squishy sheep."	[sound:Vocab-しめる-Male.mp3]	[sound:Vocab-しめる-Female.mp3]	I hate when my husband twists the caps back on plastic bottles really tightly.	<jp>旦那がペットボトルのキャップを閉める時、キツく締めすぎるのが嫌です。</jp>	None	None	None	None	None	None
6	代える	To Replace,To Substitute,To Exchange,To Replace Something,To Substitute Something,To Exchange Something	代	Substitute	"You know the kanji is <kanji>substitute</kanji>, and you know this is a verb. There are other similar ones, but this one means <vocabulary>to replace</vocabulary>. In order to remember that this particular word means ""to replace"" focus in on the <jp>え</jp>. You have an egg in your hands that you notice isn't any good (it's black and moldy). So, you replace it with another egg (or substitute it with another egg, or exchange it with another egg, etc)."	transitive verb,ichidan verb	<reading><jp>かえる</jp></reading>	かえる	The reading for this one is the same as <jp>代わる</jp> which you learned in a previous level. As long as you know that one you should be able to learn this one's reading as well.	[sound:Vocab-かえる-Male.mp3]	[sound:Vocab-かえる-Female.mp3]	The coach is replacing the pitcher, I think.	<jp>かんとくは、ピッチャーを代えるだろう。</jp>	I usually substitute yogurt for sour cream.	<jp>ふだんは、ヨーグルトをサワークリームに代えてつかっています。</jp>	I can’t exchange this ring for money.	<jp>この指輪をお金に代えることはできません。</jp>	None	None
24	供える	To Make An Offering,To Offer	供	Servant	You don't <kanji>servant</kanji> something... but what do servants do? You are their god, so they have <vocabulary>to make an offering</vocabulary> to you every day.	transitive verb,ichidan verb	<reading><jp>そなえる</jp></reading>	そなえる	"Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. It shares its reading with the word <jp>備える</jp>, which you learned a level ago, but in case you need a reminder, here it is:

What's the best way for your servants <vocabulary>to make an offering</vocabulary>? When they <vocabulary>offer</vocabulary> up their sauna (<jp>そな</jp>)! You really value a warm and relaxing sauna session at the end of the day. 
"	[sound:Vocab-そなえる-Male.mp3]	[sound:Vocab-そなえる-Female.mp3]	Can you buy some flowers to place on the graves tomorrow on your way home?	<jp>明日お墓に供える花を、帰りに買ってきてくれない？</jp>	None	None	None	None	None	None
52	我慢	Endurance,Perseverance,Tolerance,Patience,Self Control	我,慢	I,Ridicule	"<kanji>I</kanji> get <kanji>ridiculed</kanji> a lot, but it makes me have really strong <vocabulary>endurance</vocabulary>. If you get picked on a lot, just say, ""I have <vocabulary>patience</vocabulary> and <vocabulary>self control</vocabulary>, and I can make it through this."""	noun,する verb	<reading><jp>がまん</jp></reading>	がまん	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-がまん-Male.mp3]	[sound:Vocab-がまん-Female.mp3]	Holding your pee is bad for your health.	<jp>おしっこを我慢するのは体に悪い。</jp>	None	None	None	None	None	None
15	計算	Calculation	計,算	Measure,Calculate	When you <kanji>measure</kanji> and then <kanji>calculate</kanji> something, you are making a <vocabulary>calculation</vocabulary>. For example, you measure the length of a frog, then you calculate how many frogs you'd need to reach the moon. What is that? A calculation, of course.	noun,する verb	<reading><jp>けいさん</jp></reading>	けいさん	This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.	[sound:Vocab-けいさん-Male.mp3]	[sound:Vocab-けいさん-Female.mp3]	Viet is calculating the cost of the all you can drink party now.	<jp>ビエトは今、飲み放題のパーティーにかかるひ用を計算しています。</jp>	Koichi is very quick at calculations, though he doesn't look it.	<jp>ああ見えて、コウイチは計算がものすごく速いんです。</jp>	Mom! If I do all of these calculations, instead of becoming a math genius, I’ll just lose my mind.	<jp>お母さん！こんなに沢山の計算をしたら、数学の天才になるかわりに逆に頭がおかしくなっちゃうよ。</jp>	None	None
33	家賃	House Rent,Rent	家,賃	House,Rent	Your <kanji>house</kanji> <kanji>rent</kanji> is your <vocabulary>house rent</vocabulary>, though it can be your apartment rent too.	noun	<reading><jp>やちん</jp></reading>	やちん	The reading for <jp>家</jp> is an exceptional one. It is <jp>や</jp>, because when your landlord asks if you paid your rent, you always say <reading>yah</reading> (<jp>や</jp>), whether you did or not.	[sound:Vocab-やちん-Male.mp3]	[sound:Vocab-やちん-Female.mp3]	If the rent is this much, I might be able to manage living on a small salary.	<jp>安月給だけど、この家賃だったら何とか暮らしていけそうかな。</jp>	I renewed my contract for the apartment yesterday, but I didn't understand why the rent was $500 more than last year. I thought about moving out for a second.	<jp>昨日、アパートの契約こう新したんだけど、去年から家賃が500ドルも上がったってどういうこと？一しゅん引っ越そうかと思ったよ。</jp>	When I think about the way Fugu treated me, I realized that he was a real jerk. I paid his rent, phone bills, groceries, and everything, but he ended up cheating on me!	<jp>フグが私にどんな扱いをしてたか考えてみると、彼がどれだけ最低男だったかが分かるわ。私は彼の家賃から電話代から食費から何から何まで払ってあげていたのに、あの男は他の女と浮気してたのよ！</jp>	None	None
33	蒸れる	To Be Humid	蒸	Steam	If something is <kanji>steam</kanji>ing, it makes the room all humid, making this word <vocabulary>to be humid</vocabulary> (because you're not doing the humiding).	intransitive verb,ichidan verb	<reading><jp>むれる</jp></reading>	むれる	"What is making things <vocabulary>to be humid</vocabulary>? That would be that cow. Every time he says, ""<reading>Moo</reading>"" (<jp>む</jp>) he spurts out a ton of steam making the room all humid."	[sound:Vocab-むれる-Male.mp3]	[sound:Vocab-むれる-Female.mp3]	These shoes look cute, but they make my feet sweaty and stinky.	<jp>この靴、可愛いんだけど、足が蒸れて臭うんだよね。</jp>	None	None	None	None	None	None
57	敢行	Decisive Action,Perform,Dare,Carry Out	敢,行	Daring,Go	You use your <kanji>daring</kanji> and just <kanji>go</kanji>! You made a <vocabulary>decisive action</vocabulary> by just going like that! It was go or not go and you chose go!	noun,する verb	<reading><jp>かんこう</jp></reading>	かんこう	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-かんこう-Male.mp3]	[sound:Vocab-かんこう-Female.mp3]	Do you really intend to carry out this strategy?	<jp>本当にこの作戦を敢行するつもりですか。</jp>	None	None	None	None	None	None
