Level	Symbol	Meaning	Radical Component Name	Radical Component Symbol	Meaning Mnemonic	Reading Onyomi	Reading Kunyomi	Reading Nanori	Reading Whitelist	Reading Mnemonic
51	軟	Soft	Car,Lack	車,欠	"A <radical>car</radical> that's <radical>lack</radical>ing is really <kanji>soft</kanji>. Cars need to be hard so that things like bugs and other cars wont hurt the people inside when you hit them. But if your car is lacking the hardness it needs, you'll have a really soft, useless car.<br><br>

- Hint: Picture a soft car lacking what it needs to drive down the road. It's so soft it just flops down and won't move."	<reading><jp>なん</jp></reading>	<jp>やわ</jp>	None	なん	"This car is probably so <kanji>soft</kanji> because it's made entirely of <reading>naan</reading> (<jp>なん</jp>). Naan may be delicious, but it makes a really crappy car. No wonder it was so soft (and yummy).<br><br>

- Hint: Picture trying to drive this soft naan car. It probably just sinks into the ground and then gets eaten by wild animals (and me)."
47	欺	Deceit	Crab,Lack	其,欠	"A <radical>crab</radical> will try to hide what it <radical>lack</radical>s with <kanji>deceit</kanji>. Lying, stealing, faking things—no type of deceit is too much for a crab.<br><br>

- Hint: Covering things up with deceit is pretty much the worst thing you can do, so don't be like this crab."	<reading><jp>ぎ</jp></reading>	<jp>あざむ</jp>	None	ぎ	"<kanji>Deceit</kanji> can only take you so far, and soon the crab is caught, tried for its crimes and coverups, and sentenced to death via <reading>gui</reading>llotine (<jp>ぎ</jp>).<br><br>

- Hint: Picture the crab with its head, er, front half? Whatever, it's in the guillotine and it's screaming, ""You've been deceived! I never deceived anyone, you're all sheep!"""
54	酬	Repay	Alcohol,Drop,River	酉,丶,川	"You took someone's <radical>alcohol</radical> and <radical>drop</radical> <radical>drop</radical> <radical>drop</radical>'d it all into the <radical>river</radical>. Now you have to <kanji>repay</kanji> them. Alcohol costs a lot of money, you know.<br><br>

- Hint: Picture yourself dropping the alcohol, drop by drop, into the river. Uh oh, the person just caught up to you, so you better repay them."	<reading><jp>しゅう, しゅ, とう</jp></reading>	<jp>むく</jp>	None	しゅう, しゅ, とう	"In order to <kanji>repay</kanji> them for the alcohol you wasted, you offer to give them your <reading>shoe</reading>s (<jp>しゅう</jp>). They don't want your shoes though, so you have to bring them to a store and watch them try on a bunch of different pairs so you can repay them that way.<br><br>

- Hint: Imagine waiting as this person tries on like twenty different pairs of shoes. They're getting them for free! Why do they have to be picky?! Just let me repay you already!"
39	群	Flock	Buddy,Sheep	君,羊	"Your <radical>buddy</radical> the <radical>sheep</radical> is part of a <kanji>flock</kanji>. A flock of sheep. Your sheep buddy is a member of a flock.<br><br>

- Hint: Imagine following your sheep buddy back to his flock. Feel the soft fur of all the sheep around you as they baa peacefully."	<reading><jp>ぐん</jp></reading>	<jp>む, むら</jp>	None	ぐん	"Now take out your <reading>gun</reading> (<jp>ぐん</jp>) and murder every sheep in the <kanji>flock</kanji>. Except for your buddy. You’re incredibly jealous of your buddy and you don’t like the attention his flock gives him so that’s why you decided to murder them all with a gun.<br><br>

- Hint: Feel the recoil of the gun in your hands and the ringing of the shots in your ears as you slaughter the flock without remorse. BANG BANG BANG!"
39	埼	Cape	Dirt,Odd	土,奇	"There is something <radical>odd</radical> sticking out of the <radical>dirt</radical>. Oh wait, it's just the <kanji>cape</kanji> jutting out into the water below. Phew.<br><br>

- Hint: It's just the cape sticking out into the sea. Haha, for a second... you thought... no..."	<jp>き</jp>	<reading><jp>さい</jp></reading>	None	さい	"The <kanji>cape</kanji> below looks just like your <reading>cy</reading>borg (<jp>さい</jp>). Or rather, the cyborg you once had, before you had to give him up. It's kinda cross-shaped, it has a slide part, and lots of little fleshy bits. Ah, the memories.<br><br>

- Hint: Picture the cape (the land mass that sticks out into water) but it's shaped just like your old cyborg. Weep a single tear."
10	終	End,Finish	Thread,Winter,Two	糸,夂,二	"The <radical>thread</radical> of <radical>winter</radical> splits in <radical>two</radical> when the year comes to an <kanji>end</kanji>. One half symbolizes the year you were just in, and the other symbolizes the new year beginning, cutting winter in half and <kanji>finish</kanji>ing off the year.<br><br>

- Hint: Picture the threads that symbolize winter splitting in two to mark the end of the year. Winter isn't finished though, it's only half done."	<reading><jp>しゅう</jp></reading>	<jp>おわ, お</jp>	None	しゅう	"Right as winter <kanji>end</kanji>s you grab the two threads and lace them into your <reading>shoe</reading>s (<jp>しゅう</jp>). Oh, you thought these were metaphorical? No they're real threads, although, they're technically shoe laces now.<br><br>

- Hint: It's the end of the year, so it's time for new shoe laces!"
9	苦	Suffering	Flowers,Old	艹,古	"<radical>Old</radical> <radical>flowers</radical> are <kanji>suffering</kanji> because they're old.<br><br>

- Hint: Old things go through a lot of suffering because their bodies are breaking down. Flowers are no different from you and me."	<reading><jp>く</jp></reading>	<jp>くる, にが</jp>	None	く	"If an old flower (or person) is <kanji>suffering</kanji>, give them a <reading>coo</reading>kie (<jp>く</jp>).<br><br>

- Hint: No one can resist a good cookie. It will ease your suffering, or at least distract you for a little bit."
10	進	Advance	Scooter,Turkey	"<i class=""radical-scooter""></i>,隹"	"You give your <radical>scooter</radical> to a <radical>turkey</radical> so that it can <kanji>advance</kanji>. The turkey was trying and failing to walk through a crowded street, so out of the goodness of your heart you gave it a scooter so it could advance.<br><br>

- Hint: Imagine picking up the turkey and putting it on your scooter. Of course, you give it your helmet as well, safety first."	<reading><jp>しん</jp></reading>	<jp>すす</jp>	None	しん	"You wave as the turkey <kanji>advance</kanji>s into the street at top speeds, collides with a car, and scrapes up its <reading>shin</reading>s (<jp>しん</jp>) almost immediately. Ah!<br><br>

- Hint: Silly turkey, you can't advance that fast, of course you'll hurt your shins. It's better to advance slowly, but I guess I couldn't expect you to know that."
7	欠	Lack	Lack	欠	"This kanji is the same as the radical it comes from. <radical>Lack</radical> becomes <kanji>Lack</kanji>!<br><br>

- Hint: If you know the radical you know this."	<reading><jp>けつ</jp></reading>	<jp>か</jp>	None	けつ	"To remember <jp>けつ</jp>, we use the word ""ketsup."" It's the perfect blend of ketchup and catsup!<br><br>

You're <kanji>lack</kanji>ing something in your fridge. You look around, trying to find the <reading>ketsu</reading>p (<jp>けつ</jp>) you lack. You can't find it, because you lack it.<br><br>

- Hint: Imagine having to use regular, ordinary ketchup, or just old, boring catsup on your burger. Or even worse, an actual tomato. BLEH!"
6	点	Point,Decimal,Decimal Point	Fortune,Boil	占,灬	"Your <radical>fortune</radical> <radical>boil</radical>s down to a single <kanji>point</kanji> in time. One <kanji>decimal point</kanji> in the math of time determines how the rest of your future will go.<br><br>

- Hint: Imagine actually going somewhere to get your fortune told and watching a big boiling pot of goo. As it boils, it melts down to a single point at the very bottom. Where this point is determines your future."	<reading><jp>てん</jp></reading>	<jp>つ</jp>	None	てん	"As you stare at the <kanji>decimal point</kanji> you watch in awe as it moves to the <reading>ten</reading> (<jp>てん</jp>) spot in a long series of numbers.<br><br>

- Hint: Is the ten spot good? Are you going to live a long life or does this point mean you're only going to live ten more years?! Ahh!"
3	広	Wide	Canopy,Private	广,ム	"The <radical>canopy</radical> you use in <radical>private</radical> is very <kanji>wide</kanji>.<br><br>

- Hint: You want your private canopy to be wide so you can sprawl out under it is as much as you want. No one's going to come in and tell you to close your legs or sit up straight. So it can be as wide as you like!"	<jp>こう</jp>	<reading><jp>ひろ</jp></reading>	None	ひろ	"You like being <kanji>wide</kanji> because it makes you feel like a different person. But not just any person, like a super <reading>hero</reading> (<jp>ひろ</jp>)!<br><br>

- Hint: Picture yourself laying under your wide, private canopy pretending to be a super hero on the ground. You're stretching a nice, wide super hero pose, like you're flying through the sky."
8	道	Road,Street,Path,Way	Scooter,Neck	"<i class=""radical-scooter""></i>,首"	"Aim the <radical>scooter</radical>'s <radical>neck</radical> at the <kanji>road</kanji>! Scooters are only meant for driving on <kanji>street</kanji>s and <kanji>path</kanji>s, and if you go the wrong <kanji>way</kanji>, you'll probably break your own neck!<br><br>

- Hint: Imagine riding your scooter down the road. You're carefully aiming the scooter's neck the right way so you don't end up going out of control and dying."	<reading><jp>どう</jp></reading>	<jp>みち</jp>	None	どう	"To remember the reading <jp>どう</jp> we use the word ""doughnut.""<br><br>

You're traveling down this <kanji>road</kanji> so fast that you don't see the giant <reading>dou</reading>ghnut (<jp>どう</jp>) that's rolling toward you until the last minute. You crash into it, and both you and the doughnut go tumbling down. Ahg, your neck!<br><br>

- Hint: Alternate ending: You do a sweet jump, go right through the doughnut hole, take a bite, and land safely back onto the road!"
25	絞	Strangle	Thread,Mix	糸,交	"A <radical>thread</radical> is <radical>mix</radical>ed all around and begins to <kanji>strangle</kanji> you.<br><br>

- Hint: Just imagine thread everywhere, mixing in with everything. It's all around, and no matter where you go you get more and more caught in this thread. Eventually it tightens because you're trying to escape, and you feel yourself having trouble breathing. Imagine the moment when you realize you're getting strangled."	<reading><jp>こう</jp></reading>	<jp>し, しぼ</jp>	None	こう	"As you are <kanji>strangle</kanji>d you see who set this trap. (What else could it be, with all this thread everywhere?) It is <reading><jp>こう</jp></reading>, who just watches you as you lose consciousness, tapping his fingers together.<br><br>

- Hint: In your final moments before you are totally strangled, you think you see a little thread come out of his butt. ""I should have done my WaniKani reviews"" is your last thought."
36	伎	Deed	Leader,Branch	ｲ,支	"The <radical>leader</radical> of your <radical>branch</radical> became the leader from doing <kanji>deed</kanji>s. You can't rise to the rank of branch leader if you don't perform a certain number of deeds! Most of them good, I hope.<br><br>

- Hint: Picture the leader of your branch doing deeds around your office. Pulling out chairs for people sitting down, emptying the trash, balancing spreadsheets. All good deeds."	<reading><jp>き, ぎ</jp></reading>	<jp>わざ</jp>	None	き, ぎ	"The <kanji>deed</kanji> he's currently working on is finding your lost <reading>key</reading> (<jp>き</jp>). He doesn't have to help, you're the one who lost your own house-combination-car key. But he's so used to doing deeds, he can't help but help.<br><br>

- Hint: Picture him doing this deed. He's crawling around on the floor looking for your key. You aren't really helping, you're just watching him do the deed of key-searching for you."
21	義	Righteousness	Righteousness	義	"The kanji and the radical are exactly the same. That means they share meanings as well.<br><br>

- Hint: If you know the radical, you will know the kanji as well!"	<reading><jp>ぎ</jp></reading>	None	None	ぎ	"Such <kanji>righteousness</kanji>! Well, at least according to the king who thinks he's being righteous. His version of righteousness is to send anyone who disagrees with him to the <reading>gui</reading>llotine (<jp>ぎ</jp>).<br><br>

- Hint: ""THIS IS NOT RIGHTEOUSNESS!"" you yell, just before the guillotine comes down on your neck."
14	格	Status	Tree,Kiss	木,各	"If you <radical>kiss</radical> a <radical>tree</radical>, your <kanji>status</kanji> will change to, “In a relationship with a tree.”<br><br>

- Hint: You know Facebook relationship statuses. If you kiss a tree, your status will be that you’re in a relationship with said tree. Imagine how silly that would be."	<reading><jp>かく</jp></reading>	None	None	かく	"Regardless of the <kanji>status</kanji>, you need to let the tree know how you feel. Being a <reading>cock</reading> (<jp>かく</jp>), y'know, a male chicken, you cock-a-doodle-do your true feelings to the tree. You actually just want to be friends.<br><br>

- Hint: Picture yourself as a cock, cock-a-doodle-doing about how you really feel about the tree. What would you say to let the tree down easy?"
36	鮭	Salmon	Fish,Dirt	魚,土	"What kind of <radical>fish</radical> jumps from <radical>dirt</radical> to <radical>dirt</radical>? A <kanji>salmon</kanji>!<br><br>

- Hint: When you're at the river watching salmon jumping up stream, they keep jumping onto the dirt, flopping back into the water, then doing it again."	<jp>かい, けい</jp>	<reading><jp>さけ, しゃけ</jp></reading>	None	さけ, しゃけ	"You make a drinking game out of watching the <kanji>salmon</kanji> going up stream. Every time one jumps onto the dirt, you drink a shot of <reading><span lang=""ja"">酒</span></reading> (<jp>さけ</jp>). You realize you're drunk when you ask for more <jp>さけ</jp> but it comes out as <reading><span lang=""ja"">しゃけ</span></reading>.<br><br>

- Hint: Salmon. Drink <jp>さけ</jp>. Salmon. Drink <jp>さけ</jp>. Salmon. Drink...<br><br>

- Hint: ""Ughhh.... I'm feeling tipsy... Hey, where's my <jp>しゃけ</jp>!?"""
23	沢	Swamp	Tsunami,Shrimp	氵,尺	"A <radical>tsunami</radical> of <radical>shrimp</radical> crashes into a <kanji>swamp</kanji>. Now the swamp is filled with shrimp. They used to live in the ocean, but the tsunami has carried them to their new home in the swamp.<br><br>

- Hint: Imagine yourself in the swamp when the tsunami hits. Feel the water crash into you along with the shrimp. You’re all wet and shrimpy now."	<reading><jp>たく</jp></reading>	<jp>さわ</jp>	None	たく	"Your house was right next to the <kanji>swamp</kanji> and on this side of your house you had many a <reading>tack</reading> (<jp>たく</jp>) there to hang things on. Now, on every tack there is skewered a shrimp. The force of the tsunami drove them into the tacks on the side of your house.<br><br>

- Hint: Look at the side of your house. It’s covered with shrimp that have been impaled on the tacks. Perfect for dinner."
25	況	Condition	Tsunami,Older Brother	氵,兄	"There’s a <radical>tsunami</radical> coming and your <radical>older brother</radical> is in no <kanji>condition</kanji> to escape. Your older brother has brittle bone syndrome so there’s no way he’ll be able to escape the tsunami in time in his condition.<br><br>

- Hint: Imagine your poor brother and the condition he is in. His glass bones and paper skin make it impossible for him to move very fast. Imagine the sad face he makes when he realizes his fate."	<reading><jp>きょう</jp></reading>	None	None	きょう	"His <kanji>condition</kanji> gets worse and you have to travel all the way to his home in <reading><jp>きょう</jp></reading> to get him out.<br><br>

- Hint: This is also, incidentally, where the tsunami's condition is the worst, so you better get to <jp>きょうと</jp> quick!"
16	危	Dangerous	Prison,Cliff,Snake	勹,厂,巳	"There is a <radical>prison</radical> on a <radical>cliff</radical> surrounded by <radical>snake</radical>s. Now that's a <kanji>dangerous</kanji> place. If you try to escape the prison you either fall to your death off the cliff or get bitten/squeezed to death by the snakes. Can you think of anything more dangerous than this? I can't.<br><br>

- Hint: Imagine a dangerous prison surrounded by cliffs and snakes. You wouldn't want to be here either, would you?"	<reading><jp>き</jp></reading>	<jp>あぶ, あや</jp>	None	き	"Lucky for you, even though you're stuck in this <kanji>dangerous</kanji> place, there is hope. There is a <reading>key</reading> (<jp>き</jp>). All dangerous prisons have a key. You just have to find and steal it so you can avoid the cliffs and snakes!<br><br>

- Hint: Imagine staring at the key dangling right outside of the dangerous prison you're trapped in. Would you take the chance and go for it?"
11	令	Orders	Orders	令	"If you know the radical meaning <radical>orders</radical> you know the kanji meaning <kanji>orders</kanji> as well!<br><br>

- Hint: Here's an order: study your radicals."	<reading><jp>れい</jp></reading>	None	None	れい	"Your <kanji>orders</kanji> are to get a <reading>ray</reading> (<jp>れい</jp>) gun.<br><br>

- Hint: Imagine an authority figure giving you this order as an official order. Ray guns don't really exist, so you think it's a pretty strange order.<br><br>

- Hint: Hint: when you see the <radical>orders</radical> radical, the reading will often be <jp>れい</jp>. The mnemonic will likely involve orders to get a ray gun of some kind."
11	特	Special	Cow,Temple	牛,寺	"This <radical>cow</radical> <radical>temple</radical> is <kanji>special</kanji>. This cow must have been very important to have an entire temple dedicated to it.<br><br>

- Hint: Picture a temple dedicated to a single cow. All of the people who come and worship here have a special place in their hearts for the cow."	<reading><jp>とく</jp></reading>	None	None	とく	"This cow is <kanji>special</kanji> because it belonged to <reading>Toku</reading>gawa (<jp>とく</jp>) Ieyasu, the first shōgun of the Tokugawa shogunate and uniter of Japan! He's a super important figure in Japanese history. You should absolutely look him up and read a bit about him (when you're caught up on these lessons, that is).<br><br>

- Hint: You walk up to a statue of the special cow in the temple and see a collar around its neck with that says ""Tokugawa Moo Moo"" on it. How... special!"
21	派	Sect,Faction	Tsunami,Cliff,Tofu	"氵,厂,<i class=""radical-tofu""></i>"	"A <radical>tsunami</radical> is coming for the <radical>cliff</radical> made of <radical>tofu</radical>, but there is a special <kanji>sect</kanji> that protects tofu cliff.<br><br>

- Hint: This sect of the tofu-lovers club takes their duties very seriously and they must protect this tofu cliff at all costs."	<reading><jp>は</jp></reading>	None	None	は	"All of the members of the <kanji>sect</kanji> are standing on the cliff, their hands raised, and right as the tsunami is about to collide with them, they shout, ""<reading>Ha</reading> (<jp>は</jp>)!"" and it's repelled! The tsunami sinks and rolls back out to sea, the tofu cliff is safe!<br><br>

- Hint: Oh, do you want to be a member of the tofu sect? HA! Don't make me laugh. If you ask to be a member of a sect, you'll never get in.<br><br>

- Hint: Never ask for a sect."
18	枚	Flat Objects Counter,Flat Object,Counter For Flat Objects	Tree,Winter	木,夂	"In the <radical>winter</radical>, one can use a sliced up <radical>tree</radical> as a <kanji>flat objects counter</kanji>. Since it’s winter, all the leaves have fallen off the tree, so it’s easy to cut into slats. These slats can be used as counters for flat objects, such as these slats.<br><br>

- Hint: Imagine yourself counting these flat objects in winter. It’s super cold, but you have to count them. How many are there?"	<reading><jp>まい</jp></reading>	None	None	まい	"While trying to count these slats of wood, a whole bunch of <reading>mi</reading>ce (<jp>まい</jp>) show up and start climbing all over the tree. This will not do, so you take two slats and start smashing and flattening all the mice. Now that the mice are flat too, you can also use them as a <kanji>flat objects counter</kanji>. Good job, mice.<br><br>

- Hint: Now imagine yourself counting on these mice you just smashed. They’re freshly dead, so there’s not much of a stench yet, but you still feel bad about using dead mice to help you count. Imagine yourself counting on these mice as you try to hold back tears from all the murder you just did."
17	敗	Failure,Fail	Shellfish,Winter	貝,夂	"A <radical>shellfish</radical> that can't live in <radical>winter</radical> is a <kanji>failure</kanji>. Any proper shellfish would survive through the winter, but there are always a few failures every year.<br><br>

- Hint: Imagine you're a shellfish in the cold, cold winter. The water is freezing but you must tough it out so no one will say you're a failure in spring when they find your dead shellfish body."	<reading><jp>はい</jp></reading>	<jp>やぶ</jp>	None	はい	"The best way to avoid <kanji>failure</kanji> is to say a little <reading>hai</reading>ku (<jp>はい</jp>) to distract you from the cold. In fact, this can work in any situation where you're afraid of failure. Say a haiku aloud, it will calm your nerves and warm you from the inside.<br><br>

- Hint: Imagine being a shellfish freezing in the cold winter water, but you avoid failure by muttering haiku over and over to keep you warm and determined."
10	鳴	Chirp	Mouth,Bird	口,鳥	"When a <radical>bird</radical> opens its <radical>mouth</radical>, you’re most likely to hear a <kanji>chirp</kanji>. This is how birds communicate. They open their mouths and let out a series of chirps. Chirp chirp chirp!<br><br>

- Hint: Imagine yourself out in the wilderness on a sunny spring day. The weather is perfect and the scenery is beautiful. The only sound you can hear is the chirp of birds throughout the woods around you. It’s very peaceful."	<jp>めい</jp>	<reading><jp>な</jp></reading>	None	な	"The best way to experience the <kanji>chirp</kanji> chirping of birds is to offer them <reading>na</reading>chos(<jp>な</jp>). Birds love nachos so much, it's a guaranteed way to make the chirp with delight.<br><br>

- Hint: Picture yourself surrounded by birds of all kinds, handing out nachos. Just listen to their happy chirping. They're sitting on your arms, shoulders, and even your head, trying to get closer to the nachos. That chirping is so loud!"
11	功	Achievement,Accomplishment	Construction,Power	工,力	"Using your <radical>construction</radical> <radical>power</radical> you build something great. A true <kanji>achievement</kanji> built for the achievement of making kanji learning easier!<br><br>

- Hint: Just constructing this thing was an achievement. Feel proud like it was, well, an achievement."	<reading><jp>こう</jp></reading>	None	None	こう	"This <kanji>achievement</kanji> was made possible by <reading><jp>こう</jp></reading>, so of course this construction project is a giant statue of the man himself. What an achievement of a statue. What an achievement of an achievement.<br><br>

- Hint: Thanks <jp>こういち</jp>. Now everyone will know of your achievements around kanji learning and inside-out earth theory.<br><br>

- Hint: Hint: When you see <jp>工</jp> in a kanji it will often take the <jp>こう</jp> reading. Remember that, because it comes up quite a bit!"
28	攻	Aggression	Construction,Winter	工,夂	"<radical>Construction</radical> in the <radical>winter</radical> leads to <kanji>aggression</kanji>. Just think about it. It's cold, it's unpleasant, and you don't want to be there. So, you start to develop an aggression towards other people working with you on this winter project.<br><br>

- Hint: Imagine yourself walking through the winter construction site, taking out your aggression on anyone you see. You hate this winter construction!"	<reading><jp>こう</jp></reading>	<jp>せ</jp>	None	こう	"You're taking your <kanji>aggression</kanji> out on everyone. Then, the sexy construction worker from WaniKani Level 1, <reading><jp>こう</jp></reading>, walks by without a shirt on. You take out all your aggression on him.<br><br>

- Hint: ""Aggression"" is going to depend on you, so you should imagine a scene where you take your aggression out on <jp>こういち</jp>, whatever that entails.<br><br>

- Hint: Hint: When you see <jp>工</jp> in a kanji it will often take the <jp>こう</jp> reading."
