Level	Symbol	Meaning	Kanji Component Name	Kanji Component Symbol	Meaning Mnemonic	Word Type	Reading	Reading Whitelist	Reading Mnemonic	Reading Audio Male	Reading Audio Female	Context 1-EN	Context 1-JP	Context 2-EN	Context 2-JP	Context 3-EN	Context 3-JP	Context 4-EN	Context 4-JP
31	迷わす	To Lead Astray,To Perplex	迷	Astray	"The word <jp>迷う</jp> means ""to go astray"" but this word is <vocabulary>to lead astray</vocabulary>. You are doing the astraying to someone or something else. You know this because the other person <reading>was</reading> (<jp>わす</jp>) just fine until you came along to lead them astray."	transitive verb,godan verb	<reading><jp>まよわす</jp></reading>	まよわす	The reading comes from <jp>迷う</jp>, so use that so you aren't lead astray too.	[sound:Vocab-まよわす-Male.mp3]	[sound:Vocab-まよわす-Female.mp3]	If you lead my daughter astray, I’ll never forgive you.	<jp>もし俺の娘を路頭に迷わすようなことがあったら、一生許さないぞ。</jp>	None	None	None	None	None	None
31	催促する	To Urge,To Press For,To Demand	催,促	Sponsor,Urge	If <jp>催促</jp> is <kanji>urge</kanji>, then the verb version would be <vocabulary>to urge</vocabulary>.	する verb	<reading><jp>さいそくする</jp></reading>	さいそくする	This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well. Will help to know <jp>催促</jp> first.	[sound:Vocab-さいそくする-Male.mp3]	[sound:Vocab-さいそくする-Female.mp3]	I’m sorry to be so demanding, but can you take some pictures of Tokyo Tower and send them to me by Monday, please? Thanks.	<jp>催促するようで申し訳ありませんが、東京タワーの写真を何枚か撮って月曜日までに送ってもらえませんでしょうか。</jp>	None	None	None	None	None	None
33	泥棒	Robber,Burglar	泥,棒	Mud,Pole	I don't know why a <kanji>mud</kanji> <kanji>pole</kanji> is a <vocabulary>robber</vocabulary>, but for some reason it is. Just imagine a robber covering himself in mud and standing behind a pole to hide, then jump out, then rob you of everything you've got.	noun,する verb	<reading><jp>どろぼう</jp></reading>	どろぼう	The reading is <jp>泥</jp> plus the reading for <jp>棒</jp> put together.	[sound:Vocab-どろぼう-Male.mp3]	[sound:Vocab-どろぼう-Female.mp3]	The training to become a burglar is as hard as boot camp.	<jp>泥棒になるためのトレーニングは、ブートキャンプ並にハードです。</jp>	None	None	None	None	None	None
33	掃除する	To Clean	掃,除	Sweep,Exclude	<jp>掃除</jp> is <kanji>cleaning</kanji>, so the verb version would be <vocabulary>to clean</vocabulary>.	する verb	<reading><jp>そうじする</jp></reading>	そうじする	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own. Also, it'll help to know the word <jp>掃除</jp> as well.	[sound:Vocab-そうじする-Male.mp3]	[sound:Vocab-そうじする-Female.mp3]	"""I’ve been awake since four this morning."" ""No way! What have you been doing?"" ""Well, just cleaning around the house."""	<jp>「今朝は4時から起きてるよ。」「嘘でしょ？いったい何してるの？」「えっと…家を大掃除してるの。」</jp>	None	None	None	None	None	None
33	乾かす	To Dry Something,To Dry	乾	Dry	"<jp>乾く</jp> is ""to be dried."" This is the version where you're doing the drying, making this <vocabulary>to dry something</vocabulary>."	transitive verb,godan verb	<reading><jp>かわかす</jp></reading>	かわかす	The reading comes from <jp>乾く</jp>.	[sound:Vocab-かわかす-Male.mp3]	[sound:Vocab-かわかす-Female.mp3]	I love you so much. I need you. Could you please dry my wet shirts right now, Mr. Sun? Please!!!!	<jp>あなたを愛しています。僕にはあなたが必要なんです。太陽さん、どうか僕の濡れたシャツを今すぐ乾かしてくれませんか？お願いします！！！</jp>	None	None	None	None	None	None
33	散らかす	To Scatter	散	Scatter	"<jp>散る</jp> is ""to be scattered."" This is when you're doing the scattering. You know that because you're causing a <reading>ruckus</reading> (<jp>らかす</jp>) from all the scattering of money you're doing, down on the people below."	transitive verb,godan verb	<reading><jp>ちらかす</jp></reading>	ちらかす	The reading of the <jp>散</jp> comes from <jp>散る</jp>. So, go ahead and scatter more memories around your brain, you got this already.	[sound:Vocab-ちらかす-Male.mp3]	[sound:Vocab-ちらかす-Female.mp3]	There are dirty clothes scattered all over the floor in my room. Even if I cleaned them up, it would just get messy again the next day.	<jp>私の部屋には脱ぎっぱなしの服が床に散らかっています。掃除しても、次の日にはまたすぐ散らかしちゃうんだよね。</jp>	None	None	None	None	None	None
34	複数形	Plural,Plural Form	複,数,形	Duplicate,Count,Shape	"If <jp>複数</jp> is <kanji>multiple</kanji>, and <jp>形</jp> is <kanji>shape</kanji>, then when something is in a ""multiple shape,"" it has more than one version of itself. It's the <vocabulary>plural</vocabulary>, or the <vocabulary>plural form</vocabulary>."	noun	<reading><jp>ふくすうけい</jp></reading>	ふくすうけい	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own. Will help to know the word <jp>複数</jp> as well.	[sound:Vocab-ふくすうけい-Male.mp3]	[sound:Vocab-ふくすうけい-Female.mp3]	The plural of sheep is sheep.	<jp>Sheepの複数形はsheepです。</jp>	"My friend said, ""You don't even know the plural of this word?"" and laughed at me, and I was very hurt."	<jp>「この単語の複数形も知らないの？」って友達に笑われて、とても傷つきました。</jp>	In Japanese you don’t need to change things to the plural form as often as in English.	<jp>日本語では英語に比べて単語を複数形にすることは少ないです。</jp>	None	None
7	社会	Society	社,会	Company,Meet	Not to be confused with <jp>会社</jp>, which is a company, this is <vocabulary>society</vocabulary>. When a <kanji>company</kanji> <kanji>meet</kanji>s together, it's like a bunch of people, who are in groups, who come together to live in one world. That is a <vocabulary>society</vocabulary>.	noun	<reading><jp>しゃかい</jp></reading>	しゃかい	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-しゃかい-Male.mp3]	[sound:Vocab-しゃかい-Female.mp3]	Even if I leave home right now, I think I’ll probably be late for social studies.	<jp>今家を出ても、社会のじゅぎょうに間にあわないと思います。</jp>	As a member of the international society, I will not yield to food porn.	<jp>国さい社会の一員として、めしテロにはだんじてくっしません。</jp>	As a society, we need to be concerned about youths taking ’selfies’ at funerals.	<jp>社会問題として、若者がお葬式で自分撮りをすることについて考える必要がある。</jp>	None	None
34	肺臓	Lung	肺,臓	Lung,Internal O...	The <kanji>lung</kanji> <kanji>internal organ</kanji> is the <vocabulary>lung</vocabulary>.	noun	<reading><jp>はいぞう</jp></reading>	はいぞう	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-はいぞう-Male.mp3]	[sound:Vocab-はいぞう-Female.mp3]	My grandfather died of inflammation of the lungs.	<jp>私の祖父は肺臓炎で亡くなりました。</jp>	None	None	None	None	None	None
34	心臓	Heart	心,臓	Heart,Internal O...	The <kanji>heart</kanji> <kanji>internal organs</kanji> is the <vocabulary>heart</vocabulary>, of course.	noun	<reading><jp>しんぞう</jp></reading>	しんぞう	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-しんぞう-Male.mp3]	[sound:Vocab-しんぞう-Female.mp3]	I have a kind of telephone phobia and my heart starts beating very fast whenever I talk on the phone.	<jp>電話恐怖症みたいなのがあって、電話で話をする時に心臓がバクバクするんです。</jp>	None	None	None	None	None	None
34	追い越す	To Overtake	追,越	Follow,Go Beyond	"<jp>越す</jp> means ""to go beyond."" <jp>追</jp> is <kanji>follow</kanji>. If you are following someone, and then you go beyond them, you have overtaken them. That's why this word means <vocabulary>to overtake</vocabulary>."	transitive verb,godan verb	<reading><jp>おいこす</jp></reading>	おいこす	The reading comes from <jp>追う</jp> and <jp>越す</jp> put together into one. You can overtake this word now that you know that.	[sound:Vocab-おいこす-Male.mp3]	[sound:Vocab-おいこす-Female.mp3]	I always wave my hand to say hi whenever I pass other bikers.	<jp>他の自転車走者を追い越す時、いつも挨拶代わりに手を振ります。</jp>	None	None	None	None	None	None
34	飼い主	Pet Owner	飼,主	Domesticate,Master	"You know that to <jp>飼う</jp> is ""to keep a pet."" If you're the <kanji>master</kanji> that is <kanji>keeping a pet</kanji> (<jp>飼う</jp>), then you are the <vocabulary>pet owner</vocabulary>."	noun	<reading><jp>かいぬし</jp></reading>	かいぬし	The reading is the kun'yomi readings for both. You'll need to remember the words <jp>飼う</jp> and <jp>主</jp> to be able to remember the reading of this word.	[sound:Vocab-かいぬし-Male.mp3]	[sound:Vocab-かいぬし-Female.mp3]	If a dog’s owner had chickenpox, could the dog get it too?	<jp>もし犬の飼い主が水疱瘡になったら、その犬も水疱瘡になる可能性はあるんでしょうか。</jp>	None	None	None	None	None	None
34	祖父母	Grandparents	祖,父,母	Ancestor,Father,Mother	You know that <jp>祖父</jp> is grandfather and <jp>祖母</jp> is grandmother. This is both combined. Is it some hybrid grandmapa monster you've created in your lab? Hardly, it just refers to your <vocabulary>grandparents</vocabulary>.	noun	<reading><jp>そふぼ</jp></reading>	そふぼ	The reading comes from <jp>祖父</jp> and <jp>祖母</jp>, which are exceptional readings on their own, so you'll need them in order to be able to read this one too.	[sound:Vocab-そふぼ-Male.mp3]	[sound:Vocab-そふぼ-Female.mp3]	My grandparents still see their pediatrician.	<jp>私の祖父母はまだ小児科医にかかっています。</jp>	None	None	None	None	None	None
35	傷つく	To Get Hurt	傷	Wound	"Remember how <jp>傷</jp> is ""wound""? Now a wound is <jp>つく</jp>ing to you, or in other words, is getting attached to you. If you get a wound attached to your body, you are probably going <vocabulary>to get hurt</vocabulary>."	godan verb	<reading><jp>きずつく</jp></reading>	きずつく	The reading is the same as the word <jp>傷</jp>.	[sound:Vocab-きずつく-Male.mp3]	[sound:Vocab-きずつく-Female.mp3]	Aren’t I too young to be called a middle-aged woman? I’m hurt.	<jp>おばちゃんって呼ばれる年齢かなあ。傷つくなあ。</jp>	None	None	None	None	None	None
34	飛び込み自殺	Suicide By Train	飛,込,自,殺	Fly,Crowded,Self,Kill	If you <kanji>fly</kanji> into something <kanji>crowded</kanji> (say a moving train full of people) to die by <kanji>suicide</kanji> (<jp>自殺</jp>), that is going to be <vocabulary>suicide by train</vocabulary>. Unfortunately, this is a term you should probably be familiar with because it comes up from time to time on the news and around train stations. (Hopefully someday it will no longer be a term you need to know and we can remove it forever.)	noun	<reading><jp>とびこみじさつ</jp></reading>	とびこみじさつ	The readings come from <jp>飛ぶ</jp>, <jp>込む</jp>, and <jp>自殺</jp>. Combine them together to read this entire word.	[sound:Vocab-とびこみじさつ-Male.mp3]	[sound:Vocab-とびこみじさつ-Female.mp3]	He hooked up my PlayStation to his TV before leaving our house to commit suicide by jumping in front of a train. Do you think it means something?	<jp>あいつ、飛び込み自殺をするために家を出る前、俺のプレイステーションをあいつのテレビに繋いだんだよな。何か意味があったのかな？</jp>	None	None	None	None	None	None
34	言い訳	Excuse,Explanation	言,訳	Say,Translation	You <kanji>say</kanji> a <kanji>reason</kanji> for your actions, but really it's just an <vocabulary>excuse</vocabulary>.	noun,する verb	<reading><jp>いいわけ</jp></reading>	いいわけ	The reading is <jp>言う</jp> and <jp>訳</jp> combined.	[sound:Vocab-いいわけ-Male.mp3]	[sound:Vocab-いいわけ-Female.mp3]	I sent her an explanation email and I hope she can understand.	<jp>分かってもらえることを願って、言い訳を書いたEメールを送りました。</jp>	None	None	None	None	None	None
34	貴様	You	貴,様	Valuable,Formal Nam...	"A <kanji>valuable</kanji> <kanji>formal name title</kanji>. It's like saying something like ""the valuable great you""... or something. Anyways, this means <vocabulary>you</vocabulary>, but it isn't as nice as it sounds. Probably a lot of irony and sarcasm going into this word, because if you use <jp>きさま</jp> to say ""you"" to someone, you're probably not pleased with that person, or you're just trying to be rude."	pronoun,の adjective	<reading><jp>きさま</jp></reading>	きさま	The readings are the reading you learned with <jp>貴</jp> plus the vocab reading for <jp>様</jp>.	[sound:Vocab-きさま-Male.mp3]	[sound:Vocab-きさま-Female.mp3]	I couldn’t sleep well because YOU were very noisy.	<jp>貴様がうるさかったせいで、昨日全然寝れなかったじゃねぇか。</jp>	None	None	None	None	None	None
34	降る	To Fall,To Come Down	降	Descend	Because the hiragana ends with an <jp>う</jp> sound, you know this word is a verb. The kanji itself means <kanji>descend</kanji>, but this word means something closer to <vocabulary>to fall</vocabulary> or <vocabulary>to come down</vocabulary>. Usually used with things like rain or snow.	intransitive verb,godan verb	<reading><jp>ふる</jp></reading>	ふる	The rain is <vocabulary>to fall</vocabulary> and you're outside anyway with your mouth open so you'll get a mouth <reading>full</reading> (<jp>ふる</jp>) of rainwater! All the ponds, wells, and your yard will be full of water too!	[sound:Vocab-ふる-Male.mp3]	[sound:Vocab-ふる-Female.mp3]	I was walking my dog in the afternoon while the rain fell.	<jp>お昼過ぎ、にわか雨が降る中、私は愛犬の散歩をしていました。</jp>	None	None	None	None	None	None
34	牛丼	Beef Bowl,Beef Rice Bowl	牛,丼	Cow,Rice Bowl	A <kanji>cow</kanji> <kanji>rice bowl</kanji> is a bowl of rice covered in beef, making it a <vocabulary>beef bowl</vocabulary>. Go get some Yoshinoya.	noun	<reading><jp>ぎゅうどん</jp></reading>	ぎゅうどん	This word uses the same readings that you learned with the kanji. You should be able to read this on your own.	[sound:Vocab-ぎゅうどん-Male.mp3]	[sound:Vocab-ぎゅうどん-Female.mp3]	"""This beef bowl is my treat."" ""Oh, thank you. I’ll take you up on that."""	<jp>「この牛丼は、私のおごりね。」「わあ、ありがとう。じゃあ、お言葉に甘えます。」</jp>	None	None	None	None	None	None
34	縮まる	To Shrink,To Contract	縮	Shrink	Because the hiragana ends with an <jp>う</jp> sound, you know this word is a verb. The kanji itself means <kanji>shrink</kanji> so the verb vocab version means <vocabulary>to shrink</vocabulary>.	intransitive verb,godan verb	<reading><jp>ちぢまる</jp></reading>,<reading><jp>ちじまる</jp></reading>	ちぢまる,ちじまる	Jesus couldn't cause the monster <vocabulary>to shrink</vocabulary>. He had to transform into <reading>cheese jesus</reading> (<jp>ちぢ</jp>), a more powerful version of himself, in order to shrink the monster down to size.	[sound:Vocab-ちぢまる-Male.mp3],None	[sound:Vocab-ちぢまる-Female.mp3],[sound:Vocab-ちじまる-Female.mp3]	My puppy was shrinking in fear while the thunder was rumbling.	<jp>雷がゴロゴロ鳴っている間、うちの犬は怖がって縮まっていました。</jp>	None	None	None	None	None	None
34	縮小	Reduction,Cut	縮,小	Shrink,Small	<kanji>Shrink</kanji> what you have into something <kanji>small</kanji>. It was big, now it's small. This is a <vocabulary>reduction</vocabulary>.	noun,する verb,の adjective	<reading><jp>しゅくしょう</jp></reading>	しゅくしょう	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-しゅくしょう-Male.mp3]	[sound:Vocab-しゅくしょう-Female.mp3]	Our company is thinking of reducing our profit margin to be competitive with another company.	<jp>うちの会社、他社との競争に勝つために、利鞘を縮小することを検討しているんだ。</jp>	None	None	None	None	None	None
34	粋	Stylish	粋	Stylish	The kanji and the word are exactly the same. That means they share meanings as well.	noun,な adjective	<reading><jp>いき</jp></reading>	いき	You are <vocabulary>stylish</vocabulary>. If you're stylish, you always <reading><jp>いき</jp></reading> (<jp>いき</jp>) to the clothing stores to buy more stylish clothes.	[sound:Vocab-いき-Male.mp3]	[sound:Vocab-いき-Female.mp3]	He believes that he carries on refined conversations, but they’re actually irritating.	<jp>自分で粋な会話をしてるって思ってるところがムカツクんだよね。</jp>	None	None	None	None	None	None
34	聖日	Holy Day	聖,日	Holy,Sun	A <kanji>holy</kanji> <kanji>day</kanji> is a <vocabulary>holy day</vocabulary>.	noun	<reading><jp>せいじつ</jp></reading>	せいじつ	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-せいじつ-Male.mp3]	[sound:Vocab-せいじつ-Female.mp3]	Today is a Jewish holy day.	<jp>今日はユダヤ教の聖日にあたります。</jp>	None	None	None	None	None	None
34	縦	Vertical	縦	Vertical	The kanji and the word are exactly the same. That means they share meanings as well.	noun	<reading><jp>たて</jp></reading>	たて	The reading is the same as the one you learned with the kanji!	[sound:Vocab-たて-Male.mp3]	[sound:Vocab-たて-Female.mp3]	I’m looking for nice curtains that will suit our 100 centimeter by 160 centimeter window.	<jp>縦100cm横160cmの窓に合う良いカーテンを探しています。</jp>	None	None	None	None	None	None
34	聖書	Bible	聖,書	Holy,Write	The <kanji>holy</kanji> <kanji>writing</kanji> is the <vocabulary>bible</vocabulary>.	noun,の adjective	<reading><jp>せいしょ</jp></reading>	せいしょ	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-せいしょ-Male.mp3]	[sound:Vocab-せいしょ-Female.mp3]	I’m halfway through the bible.	<jp>聖書を半分ぐらい読み終わりました。</jp>	None	None	None	None	None	None
34	磁気	Magnetism	磁,気	Magnet,Energy	<kanji>Magnet</kanji>ic <kanji>energy</kanji> is when <vocabulary>magnetism</vocabulary> occurs.	noun	<reading><jp>じき</jp></reading>	じき	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-じき-Male.mp3]	[sound:Vocab-じき-Female.mp3]	You shouldn’t put magnetic cards and magnets together.	<jp>磁気カードと磁石を一緒にしない方がいいよ。</jp>	None	None	None	None	None	None
34	紅茶	Black Tea	紅,茶	Deep Red,Tea	A <kanji>deep red</kanji> <kanji>tea</kanji> isn't a deep red tea... it's a <vocabulary>black tea</vocabulary>. If you think about it, a lot of black tea is really deep red, which is why a deep red tea is a black tea instead.	noun	<reading><jp>こうちゃ</jp></reading>	こうちゃ	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-こうちゃ-Male.mp3]	[sound:Vocab-こうちゃ-Female.mp3]	How do you like your black tea?	<jp>お紅茶はどのようにおいれ致しましょうか。</jp>	None	None	None	None	None	None
34	注射	Shot,Injection	注,射	Pour,Shoot	When you <kanji>shoot</kanji> something into someone that you actually have to <kanji>pour</kanji> (aka a liquid), you're shooting them up with a needle, giving them a <vocabulary>shot</vocabulary> / <vocabulary>injection</vocabulary>.	noun,する verb	<reading><jp>ちゅうしゃ</jp></reading>	ちゅうしゃ	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-ちゅうしゃ-Male.mp3]	[sound:Vocab-ちゅうしゃ-Female.mp3]	My lower back was sore so the doctor gave me a shot of painkillers.	<jp>腰が痛かったんですが、お医者さんが痛み止めの注射を打ってくれました。</jp>	None	None	None	None	None	None
34	放射	Radiation	放,射	Release,Shoot	It <kanji>release</kanji>s and <kanji>shoot</kanji>s out of the bomb. It's not fire. It's <vocabulary>radiation</vocabulary>, and it sticks around a long time once it has been released.	noun,する verb	<reading><jp>ほうしゃ</jp></reading>	ほうしゃ	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-ほうしゃ-Male.mp3]	[sound:Vocab-ほうしゃ-Female.mp3]	It was very cold when I got up this morning because of radiational cooling.	<jp>放射冷却のせいで今朝起きた時はものすごい冷え込みだったよ。</jp>	None	None	None	None	None	None
34	発射する	To Launch,To Fire	発,射	Departure,Shoot	<kanji>Departure</kanji> and <kanji>shoot</kanji> something off. If you do that to something, you are going <vocabulary>to launch</vocabulary> it.	する verb	<reading><jp>はっしゃする</jp></reading>	はっしゃする	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-はっしゃする-Male.mp3]	[sound:Vocab-はっしゃする-Female.mp3]	The missile was launched as planned.	<jp>ミサイルは予定通り発射された。</jp>	None	None	None	None	None	None
34	幕	Curtain	幕	Curtain	The kanji and the word are exactly the same. That means they share meanings as well.	noun	<reading><jp>まく</jp></reading>	まく	The reading is the same as the one you learned with the kanji, you lucky duck.	[sound:Vocab-まく-Male.mp3]	[sound:Vocab-まく-Female.mp3]	In the play, the curtain came down when the heroine passed away.	<jp>その劇では、女主人公が死んで幕が下りました。</jp>	None	None	None	None	None	None
34	黒幕	Wirepuller,Mastermind,Black Curtain,Dick Cheney	黒,幕	Black,Curtain	Just imagine a <kanji>black</kanji> <kanji>curtain</kanji> off in the background. You don't know what's behind it, but you know what's in front of it. Thing is, the thing in front of the curtain is controlled by whoever is behind the black curtain. This person is the <vocabulary>wirepuller</vocabulary> or <vocabulary>mastermind</vocabulary> of the situation. Like the Wizard of Oz, or something.	noun,の adjective	<reading><jp>くろまく</jp></reading>	くろまく	The reading is the vocab readings for <jp>黒</jp> and <jp>幕</jp>, though the vocab reading for <jp>幕</jp> is the same as the on'yomi reading, making things easy for you.	[sound:Vocab-くろまく-Male.mp3]	[sound:Vocab-くろまく-Female.mp3]	So, you are the mastermind, huh? No wonder you seemed so professional when you killed her.	<jp>結局、あんたが黒幕だったんだな。どうりであの女を殺した時手慣れていたと思ったよ。</jp>	None	None	None	None	None	None
34	推理	Reasoning,Inference	推,理	Infer,Reason	To <kanji>infer</kanji> <kanji>reason</kanji> is to have <vocabulary>reasoning</vocabulary>.	noun,する verb,の adjective	<reading><jp>すいり</jp></reading>	すいり	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-すいり-Male.mp3]	[sound:Vocab-すいり-Female.mp3]	I inferred that the intimidating letter was written by an American due to the way the date was written.	<jp>日付の書き方から、その脅迫状はアメリカ人によって書かれたものだと推理しました。</jp>	None	None	None	None	None	None
