Level	Symbol	Meaning	Kanji Component Name	Kanji Component Symbol	Meaning Mnemonic	Word Type	Reading	Reading Whitelist	Reading Mnemonic	Reading Audio Male	Reading Audio Female	Context 1-EN	Context 1-JP	Context 2-EN	Context 2-JP	Context 3-EN	Context 3-JP	Context 4-EN	Context 4-JP
4	村	Village,Rural Town	Village	村	The kanji and the word are exactly the same. That means they share meanings as well.	noun	<reading><jp>むら</jp></reading>	むら	Since this word is made up of a single kanji, it should use the kun'yomi reading. This is the reading you learned already with the kanji. Huzzah!	[sound:Vocab-むら-Male.mp3]	[sound:Vocab-むら-Female.mp3]	There is a village nearby.	<jp>ちかくに村があります。</jp>	Your mother was born in this village.	<jp>あなたのお母さんはこの村で生まれたのよ。</jp>	Yes, I have definitely stepped in the horse poop in your village.	<jp>ええ、私はあなたの村で一度本当に馬糞を踏んでしまったんです。</jp>	None	None
4	村人	Villager	Village,Person	村,人	You have a <kanji>village</kanji> <kanji>person</kanji>. That isn't someone dancing while wearing construction worker clothes, that's a <vocabulary>villager</vocabulary>.	noun	<reading><jp>むらびと</jp></reading>	むらびと	This word uses double kun'yomi for its reading, probably because it's like two separate words (village and person) put together into one big word. You should know these two kun'yomi readings (it's the main reading for <jp>村</jp> that you learned and you should know <jp>人</jp> by now), though you will need to look out for the rendaku'd <reading><jp>びと</jp></reading> reading.	[sound:Vocab-むらびと-Male.mp3]	[sound:Vocab-むらびと-Female.mp3]	The villagers are all old people.	<jp>村人は、年よりばかりです。</jp>	That line is kinda like something a villager would say in a fantasy game, isn't it?	<jp>なんかファンタジーゲームの村人っぽいセリフだよね。</jp>	"Pessimists say, ""the glass is half empty,"" but the villager surprised me by shouting ""Refill!"""	<jp>悲観主義者は「もうコップ半分しかない」と言うが、その村人は「おかわり！」と言って私を驚かせた。</jp>	None	None
12	第一	The First,First,Number One,Best	Ordinal Nu...,One	第,一	The <kanji>ordinal number prefix</kanji> <kanji>one</kanji> refers to <vocabulary>the first</vocabulary> thing. This is the <vocabulary>number one</vocabulary> place you can get. In fact, it's simply the <vocabulary>best</vocabulary>.	adverb,noun	<reading><jp>だいいち</jp></reading>	だいいち	This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.	[sound:Vocab-だいいち-Male.mp3]	[sound:Vocab-だいいち-Female.mp3]	You should put your health first.	<jp>自分のけんこうが第一ですよ。</jp>	My first preference is Feb 14th and my second preference is Feb 21st.	<jp>第一きぼうは二月十四日で、第二きぼうは二月二十一日です。</jp>	What was your first impression of the famous blowfish family?	<jp>あの有名なフグ一家の第一印象はどうでしたか？</jp>	None	None
9	予定	Plan,Schedule,Estimate	Beforehand,Determine	予,定	Something has been <kanji>determine</kanji>d <kanji>beforehand</kanji>. What is this thing? This action? It is a <vocabulary>plan</vocabulary>.	noun,する verb	<reading><jp>よてい</jp></reading>	よてい	This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.	[sound:Vocab-よてい-Male.mp3]	[sound:Vocab-よてい-Female.mp3]	Hey, can I make plans on Sunday?	<jp>ねえ、日よう日、予定を入れてもいい？</jp>	The asteroid is on a direct path to Earth and is estimated to hit somewhere in the North Atlantic Ocean.	<jp>その小わく星は地きゅうに向かっていて、北大西ようのどこかにしょうとつする予定だ。</jp>	I hate when I schedule out my day, but nobody follows the script.	<jp>私がせっかく予定を立てても、誰もその通りに動いてくれないことが嫌です。</jp>	None	None
4	花見	Viewing Cherry Blossoms,Sakura Viewing,Cherry Blossom Viewing	Flower,See	花,見	When you have <kanji>flower</kanji>s that you <kanji>see</kanji> you are viewing flowers. But not just any flowers. What flowers do Japanese people love viewing? That's right, this word refers to <vocabulary>viewing cherry blossoms</vocabulary>.	noun,する verb	<reading><jp>はなみ</jp></reading>	はなみ	The reading for this vocab is all kun'yomi, but you learned the kun'yomi readings of both these when you learned their kanji. So no worries there. You can spend the extra time viewing the cherry blossoms.	[sound:Vocab-はなみ-Male.mp3]	[sound:Vocab-はなみ-Female.mp3]	I didn’t go sakura viewing this year.	<jp>ことしは花見にいかなかった。</jp>	I'm gonna introduce you to the best cherry blossom viewing spots in Hokuriku region.	<jp>北りくち方の花見の名しょをごしょうかいします。</jp>	Before I die, I want to have a drinking party under the cherry blossoms one more time.	<jp>死ぬ前にもう一度花見をしながら宴会がしたいなあ。</jp>	None	None
12	短い	Short	Short	短	This is a single kanji with an <jp>い</jp> on the end, meaning you know it's probably an adjective. What's the adjective form of <kanji>short</kanji>? It's <vocabulary>short</vocabulary>.	い adjective	<reading><jp>みじかい</jp></reading>	みじかい	"Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You didn't learn that reading with this kanji, so here's a mnemonic to help you: <br><br>

What's a very <vocabulary>short</vocabulary> race? A <reading>midge</reading>t <reading>ca</reading>r (<jp>みじか</jp>) race. Don't tell me you've never heard of midget car racing."	[sound:Vocab-みじかい-Male.mp3]	[sound:Vocab-みじかい-Female.mp3]	Isn't that skirt a bit too short?	<jp>そのスカート、ちょっと短すぎるんじゃない？</jp>	The baby's short, flailing arms and legs are so cute!	<jp>赤ちゃんが短い手足をバタバタさせてるのは本当にかわいい。</jp>	Wah! I didn’t know your tail was shorter than mine.	<jp>わぁ！あんたの尻尾が私より短いなんて、知らなかったわ。</jp>	None	None
12	起こる	To Occur,To Happen,To Take Place	Wake Up	起	"You know that <jp>起きる</jp> means ""to wake up."" This word, however, means <vocabulary>to occur</vocabulary>. Think of it this way. When an action ""wakes up"" in a way it is occurring as well. That's why this word means <vocabulary>to occur</vocabulary>. Just imagine a <reading>core</reading> (<jp>こる</jp>) of uranium just occurring out of nowhere to help you to remember this word."	intransitive verb,godan verb	<reading><jp>おこる</jp></reading>	おこる	The reading is the same as what you learned with the kanji and the same as <jp>起きる</jp> too, meaning you should be able to put together the reading on your own.	[sound:Vocab-おこる-Male.mp3]	[sound:Vocab-おこる-Female.mp3]	I never expected something like this would happen.	<jp>まさかこんなことが起こるなんて、思ってもみなかったよ。</jp>	Please calm down and think carefully about what's taken place.	<jp>今起こったことについて、落ち着いてよく考えてみてください。</jp>	"""Hey, do you want to kiss me?"" ""Absolutely no way would I ever want to kiss you in a million years. That would never happen even if heaven and earth were turned upside down."""	<jp>「ねぇ、僕にキスしたい？」「ありえない。100万年経ってもあんたとキスなんて絶対にしたくないから。天地がひっくり返っても、起こりっこないよ。」</jp>	None	None
44	挨拶	Greeting,Salutation,Speech 	Push Open,Draw Close	挨,拶	<kanji>Push open</kanji> the door to the conversation that is going to <kanji>be imminent</kanji> by saying the proper <vocabulary>greeting</vocabulary> or <vocabulary>salutation</vocabulary>. This word might also refer to a short <vocabulary>speech</vocabulary> you give at an event or ceremony.	noun,する verb,の adjective	<reading><jp>あいさつ</jp></reading>	あいさつ	This is a jukugo word that uses the on'yomi readings of the kanji. You've learned them already, so you should be able to read this on your own!	[sound:Vocab-あいさつ-Male.mp3]	[sound:Vocab-あいさつ-Female.mp3]	You're such a good child for greeting people properly even though you're still so little.	<jp>まだ小さいのに挨拶ができて良い子だね。</jp>	Greetings are an essential part of communication.	<jp>挨拶はコミュニケーションに欠かせない要素です。</jp>	I was in the area, so I came by to say hi.	<jp>近くにいたので、挨拶しに来ました。</jp>	None	None
5	見える	To Be Seen,To Be Visible,To Seem	See	見	"This word consists of kanji with hiragana attached. Because the hiragana ends with an <jp>う</jp> sound, you know this word is a verb. The kanji itself means <kanji>see</kanji>. <jp>見る</jp> means ""to see,"" and <jp>見える</jp> is <vocabulary>to be seen</vocabulary> or <vocabulary>to seem</vocabulary>. The ""to be seen"" meaning makes sense. The ""to seem"" meaning is a little odd, but if you think about it, you can figure it out. You have to see something to know what it seems like, which is why this also means ""to seem.""<br><br>

Note: <jp>見える</jp> could also be the potential form of <jp>見る</jp>. In that context, this word would also mean things like ""can see"" or ""visible."" You won't get this word wrong if you put those in, but since this is a vocabulary word we're not actually looking for conjugations here."	intransitive verb,ichidan verb	<reading><jp>みえる</jp></reading>	みえる	The reading for this word is the same as the one you learned with the kanji (the kun'yomi reading). So as long as you know that you should be able to read this word as well.	[sound:Vocab-みえる-Male.mp3]	[sound:Vocab-みえる-Female.mp3]	Can you see the red flag over there?	<jp>あそこの赤いはたが見えますか。</jp>	I can't help thinking about how I seem to others.	<jp>他人からどう見えるのかがすごく気になってし方がない。</jp>	The sun was so bright, I could barely see how high the balloon had risen.	<jp>太陽が眩しくて、風船がどのくらいの高さまで上がっていったのかほとんど見えなかった。</jp>	None	None
4	見せる	To Show	See	見	"This word consists of kanji with hiragana attached. Because the hiragana ends with an <jp>う</jp> sound, you know this word is a verb. It's related to the meaning of the kanji <jp>見</jp> ""see,"" but this one is about having someone else see something. In other words, it means <vocabulary>to show</vocabulary>. "	transitive verb,ichidan verb	<reading><jp>みせる</jp></reading>	みせる	The reading for this word is the same as the one that you learned with the kanji, so you should be able to read it.	[sound:Vocab-みせる-Male.mp3]	[sound:Vocab-みせる-Female.mp3]	What picture did the shop worker show the woman?	<jp>みせの人は、なんのえを女の人に見せましたか？</jp>	It seems tops that show a bit of skin are popular this summer.	<jp>今年のなつは、すはだをチラリと見せるトップスが人気のようです。</jp>	If I win this poker game, I’ll show you guys my Charizard card.	<jp>もし俺がこのポーカーゲームでかったら、お前らに俺のリザードンのカードを見せてやるよ。</jp>	None	None
12	東京都	Tokyo Metropolis,Tokyo Metro,Tokyo Metropolitan Area,Tokyo Metro Area	East,Capital,Metropolis	東,京,都	"The <kanji>Tokyo</kanji> <kanji>Metropolis</kanji> is, of course, the <vocabulary>Tokyo Metropolis</vocabulary>. Technically this is one of Japan's prefectures, but it's called a ""Metropolis"" instead. It's the capital and the largest city in all of Japan! "	proper noun	<reading><jp>とうきょうと</jp></reading>	とうきょうと	The reading is just <jp>東京</jp> and <jp>都</jp> (<jp>と</jp>). Really it's all just the reading you learned with the kanji, too, so you can think of it that way as well.	[sound:Vocab-とうきょうと-Male.mp3]	[sound:Vocab-とうきょうと-Female.mp3]	There are a lot of first-rate restaurants in the Tokyo Metropolitan Area.	<jp>東京都には、一流のレストランがたくさんある。</jp>	Taro Yamada (pseudonym), who is in his 30s and a salaryman in the Tokyo Metropolis, is working in an industry that is notorious for its hard work and long working hours.	<jp>東京都の３０代会社員、山田太ろうさん（仮名）は、げきむと長時間ろうどうで知られるぎょうかいで働いています。</jp>	The leaves started falling earlier this year than last year in Tokyo Metro’s Sumida Ward, where the Tokyo Sky Tree stands.	<jp>スカイツリーがそびえ立つ東京都墨田区では、今年は昨年よりも早く木の葉が落ち始めた。</jp>	None	None
18	叩く	To Strike,To Beat,To Hit,To Knock	Strike	叩	This word consists of kanji with hiragana attached. Because the hiragana ends with an <jp>う</jp> sound, you know this word is a verb. The kanji itself means <kanji>strike</kanji> or <kanji>beat</kanji>, so the verb version is <vocabulary>to strike</vocabulary> or <vocabulary>to beat</vocabulary>.	transitive verb,godan verb	<reading><jp>たたく</jp></reading>	たたく	"Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You haven't learned this reading yet, so here's a mnemonic to help you:<br><br>

When you're going <vocabulary>to strike</vocabulary> something over and over it makes a <reading>ta-ta</reading> (<jp>たた</jp>) sound. Imagine you're about to beat a steel drum, for example. Now listen... <jp>たた</jp>! There! Did you hear it?"	[sound:Vocab-たたく-Male.mp3]	[sound:Vocab-たたく-Female.mp3]	You have a talent for beating drums.	<jp>ドラムを叩く才能がありますね。</jp>	Didn't I tell you to knock before opening the door?!	<jp>開ける前に、ドアを叩いてって言ったよね！？</jp>	Being hit with spiked bats really hurts!	<jp>釘バットで叩かれるのって、本当に痛い！</jp>	None	None
4	見方	Way Of Seeing,Point Of View,Perspective,Viewpoint	See,Direction	見,方	"The <kanji>way</kanji> you <kanji>see</kanji> is the <vocabulary>way of seeing</vocabulary> something. This is like when someone has a dumb opinion and you're like ""oh, okay, so that's one way of seeing it..."""	noun	<reading><jp>みかた</jp></reading>	みかた	This word uses the readings of the kanji you've already learned, even though they're kun'yomi.	[sound:Vocab-みかた-Male.mp3]	[sound:Vocab-みかた-Female.mp3]	I don't know how to look at this chart.	<jp>このひょうの見方が分かりません。</jp>	There are various ways of seeing and understanding.	<jp>いろんな見方やとらえ方があります。</jp>	If you look at it from a different point of view, we could consider Tofugu to be tofu that's fugu flavor.	<jp>別の見方をすれば、トーフグは河豚味の豆腐だと考えることもできる。</jp>	None	None
13	暗記	Memorization,Memorize	Dark,Write Down	暗,記	"In the <kanji>dark</kanji> if you try to <kanji>write down</kanji> something it won't work very well. You can't see. So, how can you ""write something down"" in the dark? You write it down in your mind. This is <vocabulary>memorization</vocabulary>! Recognize this word? The SRS application ""Anki"" comes from this word, I'm guessing!"	noun,する verb	<reading><jp>あんき</jp></reading>	あんき	This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.	[sound:Vocab-あんき-Male.mp3]	[sound:Vocab-あんき-Female.mp3]	Even if you use rote memorization to memorize them in the short term, you'll forget them again quickly, won't you?	<jp>短期間で丸暗記しても、すぐわすれてしまうだろう？</jp>	How many digits of pi can you remember, Sakuragi?	<jp>さくら木さんは、円しゅうりつを何けた目まで暗記していますか？</jp>	He's the class clown and is always playing the fool, but he is very good at memorization.	<jp>彼はクラスのお調子者で、いつもボケているが、暗記力はすごい。</jp>	None	None
13	殺人	Murder	Kill,Person	殺,人	When a <kanji>person</kanji> is <kanji>kill</kanji>ed, you have yourself a <vocabulary>murder</vocabulary>.	noun,の adjective	<reading><jp>さつじん</jp></reading>	さつじん	This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.	[sound:Vocab-さつじん-Male.mp3]	[sound:Vocab-さつじん-Female.mp3]	There is some truth to that mother's motive for murder.	<jp>あの母親の殺人の動きは分からなくもない。</jp>	The company, which until now had specialized in online Japanese learning resources, has for the first time released a hard-core murder game.	<jp>今まで、オンライン日本語学習教ざいを専門としていた会社が、初めて本かくてきな殺人ゲームを発売しました。</jp>	From a murderer's perspective, I am not very pleased with her because her methods of killing are so boring.	<jp>一人の殺人者として言わせてもらうけど、俺はあまり彼女を評価していないよ。殺人方法がつまらないからね。</jp>	None	None
4	貝	Shell,Shellfish,Clam	Shellfish	貝	The kanji and the word are exactly the same. That means they share meanings as well.	noun	<reading><jp>かい</jp></reading>	かい	The reading for this word is the same as the one you learned with the kanji, meaning you should be able to read this already.	[sound:Vocab-かい-Male.mp3]	[sound:Vocab-かい-Female.mp3]	Shall I buy clams on my way back?	<jp>かえりに、貝をかってきましょうか。</jp>	My body gets itchy when I eat shellfish.	<jp>貝るいやこうかくるいをたべると、からだがかゆくなります。</jp>	I swallowed my engagement ring because I hadn’t noticed he put it in the oyster shell.	<jp>私は、牡蠣の貝殻の中に置かれていることに気付かずに、婚約指輪を飲み込んでしまった。</jp>	None	None
13	宿題	Homework	Lodge,Topic	宿,題	The <kanji>lodge</kanji> you're staying in has a <kanji>topic</kanji> around it. Think of it as a theme. This theme is doing your <vocabulary>homework</vocabulary>. So yeah, you just went to a nice lodge for vacation only to have to do homework everywhere.	noun	<reading><jp>しゅくだい</jp></reading>	しゅくだい	This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.	[sound:Vocab-しゅくだい-Male.mp3]	[sound:Vocab-しゅくだい-Female.mp3]	It's hard to see the answers to your homework because I'm looking at it from an angle.	<jp>ななめから見てるから、宿題の答えが見えづらいんだよね。</jp>	Can you take a quick look at my homework from today, please?	<jp>今日のわたしの宿題、ちょっと見てもらえないかな？</jp>	"""But, Mom! I..."" ""No buts. Now go to your room and do your homework."""	<jp>「でも、ママ！僕…」「つべこべ言わないの。さあ、自分の部屋へ行って、宿題をしなさい。」</jp>	None	None
13	感じる	To Feel	Feeling	感	This word consists of kanji with hiragana attached. Because the hiragana ends with an <jp>う</jp> sound, you know this word is a verb. The kanji itself means <kanji>feeling</kanji> so the verb vocab version is <vocabulary>to feel</vocabulary>.	ichidan verb	<reading><jp>かんじる</jp></reading>	かんじる	Guess what? Even though this would use the vocab kun'yomi reading, usually, the readings for both on'yomi and kun'yomi on this kanji are the same, meaning you can read this word no matter what. Feeling better now?	[sound:Vocab-かんじる-Male.mp3]	[sound:Vocab-かんじる-Female.mp3]	Don't look at it, feel it with your heart.	<jp>見るのではなく、心で感じてください。</jp>	Due to the rising power of WaniKani, Tofugu feels that it's been losing its place within the company.	<jp>ワニカニの台頭により、トーフグは会社に自分のい場所がなくなっていると感じている。</jp>	I feel like my older brother has been giving me the cold shoulder recently.	<jp>最近兄に冷たくされていると感じます。</jp>	None	None
4	赤ちゃん	Baby	Red	赤	<jp>ちゃん</jp> is the honorific you put on a child's name. So, who is this mysterious child you're calling <kanji>red</kanji>? When a baby is born, what color are they? You got it, they're all red. And, because you want to be nice and cute you add <jp>ちゃん</jp> to that. That's why <jp>あかちゃん</jp> is a <vocabulary>baby</vocabulary>.	noun	<reading><jp>あかちゃん</jp></reading>	あかちゃん	"If you know the reading of the kanji <kanji><span lang=""ja"">赤</span></kanji> you should know the reading of this too."	[sound:Vocab-あかちゃん-Male.mp3]	[sound:Vocab-あかちゃん-Female.mp3]	The baby girl was born without complications.	<jp>ぶじに、女の赤ちゃんがうまれました。</jp>	This cute baby girl's name is Emma.	<jp>このかわいい女の子の赤ちゃんの名まえはエマちゃんです。</jp>	I want to see a picture of you from when you were a baby.	<jp>あなたの赤ちゃんの頃の写真が見てみたいわ。</jp>	None	None
4	足りる	To Be Enough,To Be Sufficient,To Suffice	Foot	足	"This word consists of kanji with hiragana attached. Because the hiragana ends with an <jp>う</jp> sound, you know this word is a verb. The kanji itself means <kanji>leg</kanji> or <kanji>sufficient</kanji>, and we're going with the ""sufficient"" meaning for this word! This word means <vocabulary>to be enough</vocabulary>."	intransitive verb,ichidan verb	<reading><jp>たりる</jp></reading>	たりる	"Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You didn't learn that reading with this kanji, so here's a mnemonic to help you to remember the <jp>た</jp> portion. Whenever we need to remember the <jp>た</jp> we use the word ""taco."" <br><br>

What do you have enough of? What is sufficient? Turns out it's <reading>ta</reading>cos (<jp>た</jp>). Your bunker is filled with them and it's going <vocabulary>to be enough</vocabulary> to last the winter."	[sound:Vocab-たりる-Male.mp3]	[sound:Vocab-たりる-Female.mp3]	I wonder if this much will be enough.	<jp>これだけで、足りるのかな。</jp>	Because the princess in Monaco is ignorant to most things, she thinks that 100,000 yen is enough to buy a car.	<jp>モナコの王女はせけんしらずなので、車をかうのに十万円もあれば足りるとおもっている。</jp>	I vow to drink enough wine to make something crafty with the corks tonight.	<jp>今夜、ワインコルクで何か工作をするのに足りるだけのワインを飲むことを誓います。</jp>	None	None
