Level	Symbol	Meaning	Kanji Component Name	Kanji Component Symbol	Meaning Mnemonic	Word Type	Reading	Reading Whitelist	Reading Mnemonic	Reading Audio Male	Reading Audio Female	Context 1-EN	Context 1-JP	Context 2-EN	Context 2-JP	Context 3-EN	Context 3-JP	Context 4-EN	Context 4-JP
17	愛	Love	愛	Love	The kanji and the word are exactly the same. That means they share meanings as well.	noun,suffix	<reading><jp>あい</jp></reading>	あい	The reading is the same as the kanji. Now that is true kanji <vocabulary>love</vocabulary>.	[sound:Vocab-あい-Male.mp3]	[sound:Vocab-あい-Female.mp3]	The cactus flower is a symbol of maternal love.	<jp>サボテンの花は、母性愛のしょうちょうです。</jp>	I like fantasizing about office romance and in my latest fantasy, love grew between Koichi and Viet.	<jp>社内恋愛をもう想するのが好きなんですけど、一番最近の私のもう想の中ではコウイチとビエトの間に愛がめ生えちゃったんです！</jp>	"I think money is more important than love. They often say, ""love can move mountains,"" but in reality you can’t do that without money."	<jp>私はお金は愛より大切だと思います。よく「愛があれば山でも動かせる」なんて言いますが、実際はお金が無いとそんなことできないでしょ。</jp>	None	None
12	酒飲み	Alcoholic,Boozer,Drunkard	酒,飲	Alcohol,Drink	You've seen <jp>飲む</jp>, so you know this has to do with <kanji>drink</kanji>ing <kanji>alcohol</kanji>. Someone who's known as someone who drinks alcohol is an <vocabulary>alcoholic</vocabulary>, a <vocabulary>boozer</vocabulary>, or a <vocabulary>drunkard</vocabulary>.	noun	<reading><jp>さけのみ</jp></reading>	さけのみ	The readings are the vocab words <jp>お酒</jp> and <jp>飲む</jp> combined together into one. You can guess it's a kun'yomi reading because of the <jp>み</jp> on the end of <jp>飲</jp>, which should make you think back to vocab words that use these kanji and the kun'yomi readings. If you can do that, you can read this word (and many others, probably!).	[sound:Vocab-さけのみ-Male.mp3]	[sound:Vocab-さけのみ-Female.mp3]	He likes dried cuttlefish, even though he is a kid, eh? He could be a boozer in the future.	<jp>子どものくせにスルメがすきだなんて、こりゃぁこの子はしょう来酒飲みになるねぇ。</jp>	Koichi likes drinking, but he isn't like an alcoholic.	<jp>コウイチはお酒は好きだけど、酒飲みってほどじゃあないですよ。</jp>	He’s a heavy drinker but he doesn’t like red wine.	<jp>彼は大酒飲みだが、赤ワインが苦手だ。</jp>	None	None
7	青空	Blue Sky	青,空	Blue,Sky	This is simply a <kanji>blue</kanji> <kanji>sky</kanji> (aka a <vocabulary>blue sky</vocabulary>!).	noun	<reading><jp>あおぞら</jp></reading>	あおぞら	"You'd think that this word would use on'yomi readings to read it, but it doesn't (shake that angry fist at the kanji gods!). Instead, it's double kun'yomi, probably because this word is really like two separate words put together, ""blue"" and ""sky."" In the previous level you unlocked these two separate words, learning their readings. That means you should be able to read this as well. 

One quick note is the rendaku-fication of <jp>空</jp> as well. It becomes <jp>ぞら</jp>."	[sound:Vocab-あおぞら-Male.mp3]	[sound:Vocab-あおぞら-Female.mp3]	Is the ocean blue because of the blue sky?	<jp>青空のせいで海は青いの？</jp>	Let our future generations have the same beautiful sky as we do.	<jp>未来の子どもたちに、今と同じくらいうつくしい青空をのこしてあげましょうよ。</jp>	Today, it was sunny all day and the blue sky was above us.	<jp>今日は一日中晴れて、青空が広がっていました。</jp>	None	None
16	取材	Covering An Event,Collecting Data,Data Collection,Interview	取,材	Take,Lumber	Your job is to <kanji>take</kanji> <kanji>material</kanji>s from a bunch of different people because you're <vocabulary>covering an event</vocabulary>. This <vocabulary>data collection</vocabulary> needs to be thorough, so you try to take all the materials you can from as many people as you can find.	noun,する verb	<reading><jp>しゅざい</jp></reading>	しゅざい	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-しゅざい-Male.mp3]	[sound:Vocab-しゅざい-Female.mp3]	I'm wondering if you would allow us to get an interview?	<jp>取材にご協力いただけませんか。</jp>	The clip where I was interviewed by a TV crew and I said that money isn't everything was used for a news program.	<jp>テレビの取材を受けた時に、金が全てではないと答えたところが、ニュース番組に使われていました。</jp>	I know it’s difficult, but isn’t there any way that I could collect some data on your husband? If you could help me set up the interview, I would really really appreciate it.	<jp>無理は承知なんですが、どうにかご主人を取材させてもらうことはできないでしょうか？もし何とかして頂ければ、本当に本当に感謝します。</jp>	None	None
12	茶の湯	Tea Ceremony	茶,湯	Tea,Hot Water	The <kanji>hot water</kanji> of <kanji>tea</kanji>. That is part of the ceremony that goes into the <vocabulary>tea ceremony</vocabulary>.	noun	<reading><jp>ちゃのゆ</jp></reading>	ちゃのゆ	The readings are both the readings you learned with the kanji. Now you can spend a little more time drinking tea at a tea ceremony and a little less time trying to remember kanji readings.	[sound:Vocab-ちゃのゆ-Male.mp3]	[sound:Vocab-ちゃのゆ-Female.mp3]	I'm looking for a shop where I can buy tools for tea ceremonies.	<jp>茶の湯の道具が買えるお店をさがしています。</jp>	This water is known to be good for tea ceremony.	<jp>この水は、茶の湯にてきした水として知られています。</jp>	"In the world of tea ceremonies there is a saying, ""Ichi-go ichi-e,"" which means ""to treasure every encounter."" This saying was also used as the subtitle for Japan’s release of Forrest Gump."	<jp>茶の湯の世界には、「一つ一つの出会いを大切に」という意味の「一期一会」という言葉があります。この言葉は、映画「フォレスト・ガンプ」の副タイトルとしても使われました。</jp>	None	None
15	仏	Buddha	仏	Buddha	The kanji and the word are exactly the same. That means they share meanings as well.	noun	<reading><jp>ほとけ</jp></reading>	ほとけ	"Since this word is made up of a single kanji, it should use the kun'yomi reading. When learning the kanji, you didn't learn that reading, so here's a mnemonic to help you with this word: You go up to <vocabulary>Buddha</vocabulary>. You want to rub his head for good luck, because that's what you hear is good to do. Right before you touch him, he backs off and says, ""Whoa! I'm <reading>hot, okay</reading>?"" (<jp>ほとけ</jp>). You touch him and it burns your hand clean off. 

Imagine saying ""hot, okay?"" in a strange accent to help you to remember."	[sound:Vocab-ほとけ-Male.mp3]	[sound:Vocab-ほとけ-Female.mp3]	Viet has decided to leave the Yakuza group and follow the teachings of Buddha.	<jp>ビエトはヤクザをやめて、仏の道に入ることを決意しました。</jp>	Koichi is always as cool as Buddha and as strict as Enma, the King of Hell.	<jp>コウイチは、いつも仏のようにれいせいで、えんま大王のようにきびしい。</jp>	"There are some proverbs related to Buddha like, ""what you don’t know can’t hurt you,"" and, ""the crushed worm will turn."""	<jp>「知らぬが仏」や「仏の顔も三度まで」など、仏に関する諺はいくつかありますね。</jp>	None	None
16	証言	Testimony	証,言	Evidence,Say	<kanji>Evidence</kanji> that you <kanji>say</kanji> is <vocabulary>testimony</vocabulary>. Hopefully you won't have to give too much of this in your lifetime.	noun,する verb	<reading><jp>しょうげん</jp></reading>	しょうげん	This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.	[sound:Vocab-しょうげん-Male.mp3]	[sound:Vocab-しょうげん-Female.mp3]	All of the Tofugu workers testified that they had seen Koichi eat Viet's meatball.	<jp>全トーフグ社員が、コウイチがビエトのミートボールを食べるのを見たと証言しました。</jp>	Only Michael refused because he didn't want to testify against Koichi.	<jp>マイケルだけは、コウイチに不利な証言はしたくないと言って、証言を拒否しました。</jp>	When Fugu was suspected of placing some puffer fish poison on the teacher’s apple, all his classmates testified that he was innocent.	<jp>フグが先生の林檎に河豚毒を塗ったと疑われた時、クラスメート全員が彼は無実だと証言した。</jp>	None	None
11	気持ちいい	Good Feeling,Feeling Good,Feels Good	気,持	Energy,Hold	"When you have a <kanji>feeling</kanji> (<jp>気持ち</jp>) that is <jp>いい</jp> (that means ""good"" by the way), you have a <vocabulary>good feeling</vocabulary>."	expression,い adjective	<reading><jp>きもちいい</jp></reading>	きもちいい	The reading comes from the vocab word <jp>気持ち</jp>, so if you know that (or the vocab words <jp>気</jp> and <jp>持ち</jp>) you should be A-okay on this one. Maybe even <vocabulary>feeling good</vocabulary> about it?	[sound:Vocab-きもちいい-Male.mp3]	[sound:Vocab-きもちいい-Female.mp3]	This down duvet feels really good.	<jp>この羽毛ぶとん、気持ちいい。</jp>	Doesn't it feel good to have a clean house?	<jp>家がきれいだと気持ちいいよね！</jp>	This massage feels good. I'm enjoying this good pain!	<jp>このマッサージ、気持ちいい。このいた気持ちよさがたまらない。</jp>	None	None
12	息	Breath	息	Breath	The kanji and the word are exactly the same. That means they share meanings as well.	noun	<reading><jp>いき</jp></reading>	いき	Since this word is made up of a single kanji, it should use the kun'yomi reading. When learning the kanji, you didn't learn that reading, so here's a mnemonic to help you with this word: You smell someone's <reading>icky</reading> (<jp>いき</jp>) <vocabulary>breath</vocabulary>. It's gross. Your skin crawls and your eyes roll back in your head from the icky, icky smell. You might die.	[sound:Vocab-いき-Male.mp3]	[sound:Vocab-いき-Female.mp3]	Your breath is so stinky that I could die.	<jp>あんたの息、死ぬほどくさいよ。</jp>	You knocked the breath out of me!	<jp>びっくりしすぎて、息が止まるかと思ったよ。</jp>	Please do not breathe underwater.	<jp>水中で息はしないでください。</jp>	None	None
16	辞める	To Quit,To Resign	辞	Quit	This word consists of kanji with hiragana attached. Because the hiragana ends with an <jp>う</jp> sound, you know this word is a verb. The kanji itself means <kanji>quit</kanji> so the verb vocab version is <vocabulary>to quit</vocabulary>.	transitive verb,ichidan verb	<reading><jp>やめる</jp></reading>	やめる	"Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You didn't learn that reading with this kanji, so here's a mnemonic to help you: ""Hey, you going <vocabulary>to quit</vocabulary>?"" ""<reading>Yah</reading> (<jp>や</jp>) man, I'm going to quit."""	[sound:Vocab-やめる-Male.mp3]	[sound:Vocab-やめる-Female.mp3]	I followed the doctor's advice and quit my job.	<jp>医者のアドバイスにしたがって、仕事を辞めました。</jp>	Who said Michael resigned as chief editor? 	<jp>マイケルがへん集長を辞めたなんて、だれが言ったの？</jp>	Since Fugu quit, I’m thinking about getting him a swim ring as a farewell gift. If anyone wants to join in on my idea, let me know.	<jp>フグが会社を辞めるので、お餞別に浮き輪を買おうと思っています。一緒に買いたい人は連絡ください。</jp>	None	None
17	晩ご飯	Dinner,Supper	晩,飯	Night,Meal	The <kanji>night</kanji> <kanji>meal</kanji> is the meal you eat at night. That is <vocabulary>dinner</vocabulary>.	noun	<reading><jp>ばんごはん</jp></reading>	ばんごはん	This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.	[sound:Vocab-ばんごはん-Male.mp3]	[sound:Vocab-ばんごはん-Female.mp3]	Tonight's supper is salted, sun-dried flounder.	<jp>今日の晩ご飯のオカズは、天日干しで作ったカレイの干物です。</jp>	Before the dinner, I drank down a glass of beer in one gulp.	<jp>晩ご飯の前に、ビールを一気にグビッと飲み干しました。</jp>	Koichi almost went insane when he saw how messy the kitchen was after supper.	<jp>晩ご飯の後の散らかった台所を見て、コウイチは気が狂いそうだった。</jp>	None	None
10	私鉄	Private Railway	私,鉄	I,Iron	A <kanji>private</kanji> <kanji>iron</kanji> (remember how <jp>鉄</jp> often has to do with railroad tracks and the like? Same goes here) is a <vocabulary>private railway</vocabulary>. There are a good number of these in Japan.	noun	<reading><jp>してつ</jp></reading>	してつ	This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.	[sound:Vocab-してつ-Male.mp3]	[sound:Vocab-してつ-Female.mp3]	Private railways in Tokyo are too complicated to understand.	<jp>東京の私鉄はふくざつでよく分かりません。</jp>	When you arrive at Shinjuku Station by JR, please transfer to a private railway.	<jp>JRで新宿駅まで行ったら私鉄に乗りかえてください。</jp>	I work for one of the major private railway companies in Japan.	<jp>私は、とある日本の大手私鉄会社で働いております。</jp>	None	None
46	新芽	Sprout,Bud,Shoot	新,芽	New,Sprout	A <kanji>new</kanji> <kanji>sprout</kanji> is a <vocabulary>sprout</vocabulary> or <vocabulary>bud</vocabulary> or <vocabulary>shoot</vocabulary>. All sprouts are new, after all.	noun	<reading><jp>しんめ</jp></reading>	しんめ	The reading is the readings you learned with the kanji, combined.	[sound:Vocab-しんめ-Male.mp3]	[sound:Vocab-しんめ-Female.mp3]	At this rate, it will be impossible to finish picking all the tea sprouts by evening.	<jp>このペースじゃ、夕方までにお茶の新芽を摘み終わるのは無理じゃないかな。</jp>	None	None	None	None	None	None
46	叫び声	Shout,Yell,Scream	叫,声	Shout,Voice	A <kanji>shout</kanji> <kanji>voice</kanji> is a <vocabulary>shout</vocabulary> or a <vocabulary>yell</vocabulary>.	noun	<reading><jp>さけびごえ</jp></reading>	さけびごえ	The reading comes from <jp>叫ぶ</jp> and <jp>声</jp>, put together. Careful of the rendaku.	[sound:Vocab-さけびごえ-Male.mp3]	[sound:Vocab-さけびごえ-Female.mp3]	Mami lifted the bacon up and down while she screamed.	<jp>マミは叫び声を上げながら、ベーコンを上下に動かしました。</jp>	None	None	None	None	None	None
11	苦労	Hardship,Troubles	苦,労	Suffering,Labor	<kanji>Suffering</kanji> and <kanji>labor</kanji>. Sounds like the kind of thing these soft hands wouldn't want to deal with. These are <vocabulary>hardships</vocabulary> and <vocabulary>troubles</vocabulary>. Hopefully you don't have too much of this with kanji anymore!	noun,する verb,な adjective	<reading><jp>くろう</jp></reading>	くろう	This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.	[sound:Vocab-くろう-Male.mp3]	[sound:Vocab-くろう-Female.mp3]	My life was full of hardships until I came across WaniKani.	<jp>ワニカニに出会うまでは、おれの人生は苦労ばかりだった。</jp>	"""I spent a great deal of time and effort on Koichi's autograph."" ""Good work on that!"""	<jp>「このコウイチのサイン、苦労してやっと手に入れたんだよ。」「それはご苦労なことですね。」</jp>	Since the shower head’s position is fixed in my bath tub, it’s such a pain to rinse the tub out when I wash it.	<jp>うちのお風呂って、シャワーの位置が固定されちゃってるから、浴槽を洗って流すときにかなり苦労するんだよね。</jp>	None	None
46	焦り	Impatience	焦	Char	"Remember <jp>焦る</jp>, which means ""to be in a hurry"" or ""to be impatient""? This is the noun version, which is <vocabulary>impatience</vocabulary>."	noun	<reading><jp>あせり</jp></reading>	あせり	The reading comes from <jp>焦る</jp>.	[sound:Vocab-あせり-Male.mp3]	[sound:Vocab-あせり-Female.mp3]	I had a terrible cramp in my leg and I couldn’t move it at all even though I had to go to a meeting, so I felt really impatient.	<jp>会議に行かなくちゃいけなかったのに、脚がやばいくらいつって全然動けなかったので、焦りを感じましたよ。</jp>	None	None	None	None	None	None
16	笑う	To Laugh	笑	Laugh	This word consists of kanji with hiragana attached. Because the hiragana ends with an <jp>う</jp> sound, you know this word is a verb. The kanji itself means <kanji>laugh</kanji> so the verb vocab version is <vocabulary>to laugh</vocabulary>.	intransitive verb,godan verb	<reading><jp>わらう</jp></reading>	わらう	The reading is the same as the one you learned with the kanji. You can laugh freely, now!	[sound:Vocab-わらう-Male.mp3]	[sound:Vocab-わらう-Female.mp3]	That adventurer laughed and said he wants to leave his name to posterity.	<jp>その冒険家は、後世に名を残したいんだと笑って言った。</jp>	Kristen demanded an apology from Koichi while she laughed.	<jp>クリステンは、笑いながらコウイチに謝ざいを要求しました。</jp>	"""I had a date with Fugu last night."" ""How did it go?"" ""It was fun. I laughed a lot."""	<jp>「昨夜、フグとデートをしたの。」「どうだった？」「楽しかった。めちゃくちゃ笑ったわ。」</jp>	None	None
12	文章	Writing,Article,Sentence,Composition	文,章	Writing,Chapter	The <kanji>writing</kanji> <kanji>chapter</kanji> on its own is more like an <vocabulary>article</vocabulary> or something like that. Even if it's a <vocabulary>sentence</vocabulary> long. So it covers just about every type of <vocabulary>writing</vocabulary> there is.	noun	<reading><jp>ぶんしょう</jp></reading>	ぶんしょう	This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.	[sound:Vocab-ぶんしょう-Male.mp3]	[sound:Vocab-ぶんしょう-Female.mp3]	Who wrote this article?	<jp>この文章をかいたのはだれですか？</jp>	Koichi is such a good writer.	<jp>コウイチは文章が本当に上手だ。</jp>	I don’t like Haruki Murakami’s cheesy, pompous writing style very much.	<jp>私は、村上春樹の気障で気取った文章があまり好きではありません。</jp>	None	None
46	墨	Ink,Black Ink	墨	Black Ink	The kanji and the word are exactly the same. That means they share meanings as well.	noun	<reading><jp>すみ</jp></reading>	すみ	The reading is the same as the one you learned with the kanji.	[sound:Vocab-すみ-Male.mp3]	[sound:Vocab-すみ-Female.mp3]	Oops. I got ink on my school badge.	<jp>おっと。墨が校章についちゃった。</jp>	None	None	None	None	None	None
14	芸術	Art,The Arts,Fine Art	芸,術	Acting,Art	The <kanji>acting</kanji> <kanji>art</kanji>s are the greatest arts of all. Back in the day they were the only arts, which is why the art of acting is just <vocabulary>art</vocabulary> itself. In fact, it's <vocabulary>THE arts</vocabulary>.	noun	<reading><jp>げいじゅつ</jp></reading>	げいじゅつ	This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.	[sound:Vocab-げいじゅつ-Male.mp3]	[sound:Vocab-げいじゅつ-Female.mp3]	"Taro Okamoto said, ""Art is an explosion,"" but what the heck does that mean?"	<jp>おか本太ろうは、「芸術はばく発だ」って言ってたけど、あれってどういう意味？</jp>	My younger sister is learning Thai art at a university of fine arts.	<jp>わたしの妹は、芸大でタイ芸術を学んでいます。</jp>	Aya should share her love of art and music to more people.	<jp>アヤは、芸術と音楽への愛をもっと多くの人に伝えるべきだ。</jp>	None	None
12	勉強	Studies,Study	勉,強	Exertion,Strong	Your <kanji>exertion</kanji> is <kanji>strong</kanji>. You'd think this means you're working hard or something, but it means <vocabulary>studies</vocabulary> (like studies you have for a test or something). So for this, just imagine yourself exerting yourself really strongly on your homework. These are your <vocabulary>studies</vocabulary> / what you <vocabulary>study</vocabulary>.	noun,する verb	<reading><jp>べんきょう</jp></reading>	べんきょう	This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.	[sound:Vocab-べんきょう-Male.mp3]	[sound:Vocab-べんきょう-Female.mp3]	Thank you so much. I've been learning a lot from you.	<jp>ありがとうございます！勉強になります。</jp>	I've been slacking off and haven't been studying as much recently.	<jp>最近、だらけちゃってて、あんまりちゃんと勉強してないんだよね。</jp>	Keep up your English language studies. I’m always working on my Japanese too, so I know how hard it is.	<jp>英語の勉強、頑張って下さいね。私も日本語をずっと勉強しているので苦労はよくわかります。</jp>	None	None
46	墨絵	Ink Painting	墨,絵	Black Ink,Drawing	An <kanji>ink</kanji> <kanji>painting</kanji> is an <vocabulary>ink painting</vocabulary>.	noun,の adjective	<reading><jp>すみえ</jp></reading>	すみえ	The reading is the readings you learned with the kanji.	[sound:Vocab-すみえ-Male.mp3]	[sound:Vocab-すみえ-Female.mp3]	As soon as she completed the ink painting she stood it up.	<jp>彼女は、完成したと同時にその墨絵を真っすぐ立てました。</jp>	None	None	None	None	None	None
