Level	Symbol	Meaning	Kanji Component Name	Kanji Component Symbol	Meaning Mnemonic	Word Type	Reading	Reading Whitelist	Reading Mnemonic	Reading Audio Male	Reading Audio Female	Context 1-EN	Context 1-JP	Context 2-EN	Context 2-JP	Context 3-EN	Context 3-JP	Context 4-EN	Context 4-JP
59	浪費	Waste,Extravagance	Wander,Expense	浪,費	If you <kanji>wander</kanji> around doing nothing at your own <kanji>expense</kanji> it will be a huge <vocabulary>waste</vocabulary> of money. It's not like you were doing or buying anything important, you were just wandering around, after all. 	noun,する verb,の adjective	<reading><jp>ろうひ</jp></reading>	ろうひ	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-ろうひ-Male.mp3]	[sound:Vocab-ろうひ-Female.mp3]	My wife’s wasteful habits were not easily cured.	<jp>妻の浪費癖がなかなか治らないんです。</jp>	None	None	None	None	None	None
59	酪農	Dairy Farming	Dairy,Farming	酪,農	<kanji>Dairy</kanji> <kanji>farming</kanji> is <vocabulary>dairy farming</vocabulary>!	noun	<reading><jp>らくのう</jp></reading>	らくのう	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-らくのう-Male.mp3]	[sound:Vocab-らくのう-Female.mp3]	This is the location of the origin of Japanese dairy farming.	<jp>ここは日本酪農発祥の地です。</jp>	None	None	None	None	None	None
54	傲慢	Pride,Haughtiness,Arrogance,Insolence	Proud,Ridicule	傲,慢	If you <kanji>ridicule</kanji> other people because you're so <kanji>proud</kanji> of yourself that everyone seems like crap in comparison, you've got too much <vocabulary>pride</vocabulary>. You should also work on toning down your <vocabulary>arrogance</vocabulary> and <vocabulary>haughtiness</vocabulary>, because people won't like you.	noun,な adjective	<reading><jp>ごうまん</jp></reading>	ごうまん	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-ごうまん-Male.mp3]	[sound:Vocab-ごうまん-Female.mp3]	This is the first time I’ve met such an arrogant man.	<jp>あんな傲慢な男は初めてだよ。</jp>	None	None	None	None	None	None
59	放浪	Wandering,Roaming	Release,Wander	放,浪	<kanji>Release</kanji> your worldly ties and <kanji>wander</kanji> the world. You'll get used to <vocabulary>wandering</vocabulary> and you'll spend the rest of your days <vocabulary>roaming</vocabulary> the world until you die. It's quite the life! But you can only do it if you let go of everything else.	noun,する verb,の adjective	<reading><jp>ほうろう</jp></reading>	ほうろう	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-ほうろう-Male.mp3]	[sound:Vocab-ほうろう-Female.mp3]	In those days I had to wander from place to place in order to escape.	<jp>当時は、逃げるように各地を転々と放浪していました。</jp>	None	None	None	None	None	None
7	失う	To Lose,To Part With,To Lose Something,To Part With Something	Fault	失	"The kanji portion means <kanji>fault</kanji>, so you would think the verb version is ""to fault."" It's a little different, though. Think of it this way, if you ""fault"" something, you're messing up. What's a great way to mess up? By losing something. That's why this word means <vocabulary>to lose</vocabulary>. <br><br>

Pretend like you are supposed to hold on to someone's wedding ring. You make the biggest fault of all. You lose it. Ouch."	transitive verb,godan verb	<reading><jp>うしなう</jp></reading>	うしなう	"Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You didn't learn that reading with this kanji, so here's a mnemonic to help you: <br><br>

So how did you lose the wedding ring anyway? Well... it was eaten by a cow. The <reading><span lang=""ja"">牛</span></reading> (<jp>うし</jp> + <jp>なう</jp>) has to have it surgically removed. What a mess!"	[sound:Vocab-うしなう-Male.mp3]	[sound:Vocab-うしなう-Female.mp3]	I already have nothing to lose.	<jp>もうおれには失うものが何もないんだ。</jp>	The information that Tofugu gambled away its entire assets is not reliable.	<jp>トーフグがギャンブルで全ざいさんを失ったというじょうほうは、しんぴょうせいに欠けている。</jp>	The worst day of my life was when I lost my AKB48 Barbie doll.	<jp>人生最悪の日は、私がAKB48のフィギュアを失った日です。</jp>	None	None
44	辛い	Spicy,Hot,Difficult,Painful	Spicy	辛	The kanji and the word are exactly the same. That means they share meanings as well. That being said, this can also mean <vocabulary>difficult</vocabulary> or <vocabulary>painful</vocabulary> as well. I guess if you're in a spicy situation it's going to be a difficult one.	い adjective	<reading><jp>からい</jp></reading>,<reading><jp>つらい</jp></reading>	からい,つらい	Depending on the context, the reading for this word could be <jp>からい</jp> or <jp>つらい</jp>. The <jp>からい</jp> reading is the spicy one, you can remember that because that <vocabulary>spicy</vocabulary> feeling comes from (<jp>から</jp>) your mouth. The <jp>つらい</jp> reading is the <vocabulary>difficult</vocabulary> or <vocabulary>painful</vocabulary> one. You can remember this because <reading>two Ra</reading>s (<jp>つら</jp>) are way more difficult to deal with than one Ra.	[sound:Vocab-からい-Male.mp3],[sound:Vocab-つらい-Male.mp3]	[sound:Vocab-からい-Female.mp3],[sound:Vocab-つらい-Female.mp3]	"""Omg! My mouth is on fire, but this curry is sooo good!"""	<jp>「やばい〜！超辛い～！でも、このカレーすっげ〜美味しい！」</jp>	None	None	None	None	None	None
50	巧妙	Ingenious,Skillful	Adept,Strange	巧,妙	Something that is <kanji>adept</kanji> but <kanji>strange</kanji> in how adept it is would have to be something truly <vocabulary>ingenious</vocabulary> and <vocabulary>skillful</vocabulary>. Like looking at alien technology.	noun,な adjective	<reading><jp>こうみょう</jp></reading>	こうみょう	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-こうみょう-Male.mp3]	[sound:Vocab-こうみょう-Female.mp3]	The evil witch cleverly pretended to approach the girl by mere chance.	<jp>ある邪悪な魔法使いが、巧妙に偶然を装って女性に近づきました。</jp>	None	None	None	None	None	None
54	山荘	Mountain Retreat,Mountain Cottage,Mountain Villa	Mountain,Villa	山,荘	A <kanji>mountain</kanji> <kanji>villa</kanji> is a <vocabulary>mountain retreat</vocabulary>.	noun	<reading><jp>さんそう</jp></reading>	さんそう	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-さんそう-Male.mp3]	[sound:Vocab-さんそう-Female.mp3]	A tragedy occurred at a particular closed mountain retreat.	<jp>ある閉ざされた山荘で悲劇は起きた。</jp>	None	None	None	None	None	None
5	大声	Large Voice,Loud Voice,Big Voice	Big,Voice	大,声	A <kanji>large</kanji> <kanji>voice</kanji> is probably pretty large. Maybe even annoying, too. That's why this is a <vocabulary>large voice</vocabulary> or a <vocabulary>loud voice</vocabulary>.	noun,の adjective	<reading><jp>おおごえ</jp></reading>	おおごえ	"The reading for <jp>声</jp> is <jp>ごえ</jp> (rendaku'd version of the reading you know: <jp>こえ</jp>). The reading for <jp>大</jp> is the kun'yomi reading, like with the word <jp>大きい</jp> (<jp>おおきい</jp>). Just imagine a loud voice saying ""<jp>おお！</jp>."""	[sound:Vocab-おおごえ-Male.mp3]	[sound:Vocab-おおごえ-Female.mp3]	Please don’t use such a loud voice.	<jp>そんな大声を出さないでください。</jp>	I couldn't help laughing out loud.	<jp>おもわず大声を出してわらってしまった。</jp>	Christina has a loud voice, and unfortunately, she’s not afraid to use it.	<jp>クリスティーナは大声の持ち主で、残念なことにそれを使うのを全くはばからない。</jp>	None	None
54	民謡	Folk Song,Popular Song	Peoples,Noh Chanting	民,謡	The <kanji>peoples</kanji> <kanji>Noh chanting</kanji> is <vocabulary>folk songs</vocabulary>. They're the songs for the common people. 	noun	<reading><jp>みんよう</jp></reading>	みんよう	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-みんよう-Male.mp3]	[sound:Vocab-みんよう-Female.mp3]	Lately, I’ve been listening to Russian folk songs everyday.	<jp>最近は毎日ロシア民謡を聞いています。</jp>	None	None	None	None	None	None
30	退ける	To Repel Something,To Dismiss Something,To Reject Something	Retreat	退	"This word consists of kanji with hiragana attached. Because the hiragana ends with an <jp>う</jp> sound, you know this word is a verb. <br><br>

The kanji itself means <kanji>retreat</kanji>, and this verb version is when you make something retreat. In other words, it means <vocabulary>to repel something</vocabulary>, <vocabulary>to dismiss something</vocabulary>, or <vocabulary>to reject something</vocabulary>.<br><br>

This is a transitive verb. That means it takes a direct object. You repel something, like bad luck. You reject something, like a proposal."	transitive verb,ichidan verb	<reading><jp>しりぞける</jp></reading>	しりぞける	"Since this word has okurigana (hiragana attached to the kanji) you know that it's probably going to be the kun'yomi reading. You learned this with its intransitive pair verb <jp>退く</jp>, but here's a mnemonic just in case:<br><br>

Remember the re-zoner? Well, <vocabulary>to repel</vocabulary> bad luck, <reading>she, re-zo</reading>ned (<jp>しりぞ</jp>) the whole place. No bad luck allowed inside the zone."	[sound:Vocab-しりぞける-Male.mp3]	[sound:Vocab-しりぞける-Female.mp3]	This charm has the power to repel misfortune. 	<jp>このお守りには、災いを退ける力がある。</jp>	The council dismissed all of the proposals. 	<jp>議会は全ての議案を退けた。</jp>	It's hard for Japan to reject the opinions of the U.S.	<jp>日本にとってアメリカの意見を退けることは難しい。</jp>	None	None
17	果物	Fruit	Fruit,Thing	果,物	A <kanji>fruit</kanji> <kanji>thing</kanji> is just <vocabulary>fruit</vocabulary>.	noun	<reading><jp>くだもの</jp></reading>	くだもの	The reading for this is an exception, at least for the <jp>果</jp> portion. To remember this part, imagine yourself asking for some <vocabulary>fruit</vocabulary>. <reading>Could I</reading> (<jp>くだ</jp>) have some fruit, please?	[sound:Vocab-くだもの-Male.mp3]	[sound:Vocab-くだもの-Female.mp3]	Out of all fruit, I like figs the best.	<jp>果物の中では、無花果が一番好きです。</jp>	My kid doesn't like veggies, but apparently he thinks the tomato is a fruit so he eats them.	<jp>うちの子は野さいはきらいですが、トマトだけは果物だと思っているようで食べてくれるんです。</jp>	"""Do you think you’ll finish your work before the fruit shop closes?"" ""Don’t worry. If I can’t finish, I’ll just leave it for tomorrow."""	<jp>「果物屋さんが閉まるまでに、仕事終わりそう？」「大丈夫。もし終わらなかったら明日に回すよ。」</jp>	None	None
59	甚大	Immense,Tremendous,Enormous	Very,Big	甚,大	Another way to say something is <kanji>very</kanji> <kanji>big</kanji> is to say it is <vocabulary>immense</vocabulary> or <vocabulary>enormous</vocabulary>.	noun,な adjective	<reading><jp>じんだい</jp></reading>	じんだい	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-じんだい-Male.mp3]	[sound:Vocab-じんだい-Female.mp3]	An immense typhoon brought on serious damage.	<jp>大型台風が甚大な被害をもたらした。</jp>	None	None	None	None	None	None
7	月末	End Of The Month,Month End	Moon,End	月,末	"You know how <jp>月</jp> can also mean <kanji>month</kanji>? If you add <jp>末</jp> on there you have the ""month end"" aka the <vocabulary>end of the month</vocabulary>."	noun	<reading><jp>げつまつ</jp></reading>	げつまつ	This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.	[sound:Vocab-げつまつ-Male.mp3]	[sound:Vocab-げつまつ-Female.mp3]	I’m going to lose five kilos by the end of this month.	<jp>月末までに五キロやせます。</jp>	This company exploits its employees too much, so I'm bailing out at the end of the month!	<jp>ここ、ブラックきぎょうすぎるから、月末ににげ出すわ。</jp>	My boss pays me in koala bears. I get two at the end of every month.	<jp>私の上司は、コアラで給料を払います。毎月末、わたしには二匹のコアラが支払われます。</jp>	None	None
54	欄干	Guardrail,Handrail,Bannister	Column,Dry	欄,干	A <kanji>column</kanji> made of <kanji>dry</kanji> wood is turned into a <vocabulary>guardrail</vocabulary> to help people walk up and down stairs. 	noun	<reading><jp>らんかん</jp></reading>	らんかん	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-らんかん-Male.mp3]	[sound:Vocab-らんかん-Female.mp3]	This guardrail is old so you shouldn’t lean on it.	<jp>その欄干は古いからもたれないほうがいい。</jp>	None	None	None	None	None	None
45	悪霊	Evil Spirit	Bad,Ghost	悪,霊	An <kanji>evil</kanji> <kanji>ghost</kanji> isn't so much a ghost as it is an <vocabulary>evil spirit</vocabulary>.	noun	<reading><jp>あくりょう</jp></reading>,<reading><jp>あくれい</jp></reading>	あくりょう,あくれい	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own. Note this uses the secondary <jp>霊</jp> reading of <jp>りょう</jp>, so imagine an evil spirit rowing a boat.	[sound:Vocab-あくりょう-Male.mp3],[sound:Vocab-あくれい-Male.mp3]	[sound:Vocab-あくりょう-Female.mp3],[sound:Vocab-あくれい-Female.mp3]	She drove speeding through the tunnel because she heard there was an evil spirit in there.	<jp>悪霊がいると聞いたので、トンネルの中ではスピードを上げて運転しました。</jp>	None	None	None	None	None	None
45	山岳	Mountains	Mountain,Peak	山,岳	The <kanji>mountain</kanji> <kanji>peak</kanji>s are just the <vocabulary>mountains</vocabulary>. Just because you can only see the peaks doesn't mean the rest of the mountain doesn't exist.	noun,の adjective	<reading><jp>さんがく</jp></reading>	さんがく	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-さんがく-Male.mp3]	[sound:Vocab-さんがく-Female.mp3]	Winter will continue for at least three more months in this mountain district.	<jp>この山岳地帯では、少なくともあと三ヶ月は冬の季節が続くだろうね。</jp>	None	None	None	None	None	None
43	沈む	To Sink	Sink	沈	"Because the hiragana ends with an <jp>う</jp> sound, you know this word is a verb. The kanji itself means <kanji>sink</kanji> so the verb vocab version is <vocabulary>to sink</vocabulary>. <br><br>

This is an intransitive verb, so it refers to something sinking on its own. You didn't do anything to make it sink. You know this is when something is just sinking on its own (you didn't sink it), because of the <jp>む</jp>, which shows it's a cow sinking. The cow stepped into some quicksand and now it's sinking, not because of you."	intransitive verb,godan verb	<reading><jp>しずむ</jp></reading>	しずむ	You look at the cow. Poor cow. <reading>She's</reading> (<jp>しず</jp>) sinking.	[sound:Vocab-しずむ-Male.mp3]	[sound:Vocab-しずむ-Female.mp3]	You look a bit depressed. What’s on your mind?	<jp>なんだか沈んだ顔をしているけど、何を思い詰めてるの？</jp>	None	None	None	None	None	None
43	一斉	Simultaneous,All At Once	One,Simultaneous	一,斉	At <kanji>one</kanji> moment it happened <kanji>simultaneous</kanji>ly. It was <vocabulary>simultaneous</vocabulary>. It was <vocabulary>all at once</vocabulary>.	noun	<reading><jp>いっせい</jp></reading>	いっせい	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own. Watch out for the shortening of <jp>一</jp>.	[sound:Vocab-いっせい-Male.mp3]	[sound:Vocab-いっせい-Female.mp3]	The students looked at the thermometer simultaneously.	<jp>生徒達は一斉に温度計に目をやりました。</jp>	None	None	None	None	None	None
43	埋まる	To Be Buried,To Be Surrounded,To Overflow,To Be Filled	Bury	埋	"Remember how you learned that <jp>埋める</jp> means ""to bury?"" Well this is something that is being buried, maybe even you! Either way, you're not the one doing the burying. It means <vocabulary>to be buried</vocabulary>."	intransitive verb,godan verb	<reading><jp>うまる</jp></reading>	うまる	Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You learned this reading when you learned the kanji, so you should be able to read it already!	[sound:Vocab-うまる-Male.mp3]	[sound:Vocab-うまる-Female.mp3]	In Canada, ten story apartment buildings are being covered in snow.	<jp>カナダでは、十階建てのアパートが雪で埋まる。</jp>	None	None	None	None	None	None
11	別に	Not Particularly,Separately,Not Really,Not Exactly,Not Especially	Separate	別	If someone asks if you want a <kanji>separate</kanji> knee (<jp>に</jp>), you'll say <vocabulary>not particularly</vocabulary>. I mean, you've never thought about it, but do you really need more knees? <vocabulary>Not really</vocabulary>...	adverb	<reading><jp>べつに</jp></reading>	べつに	The reading is just the reading you learned with the kanji. Well done!	[sound:Vocab-べつに-Male.mp3]	[sound:Vocab-べつに-Female.mp3]	Can you use a separate bag for the warm stuff?	<jp>温かいものはふくろを別にしてください。</jp>	I don't really have a difficult time dealing with human relationships at work.	<jp>別に会社で人間関係に苦労はしてないよ。</jp>	"""Hey Fugu! What are you up to lately?"" ""Nothing in particular. How about you Wani?"""	<jp>「おお、フグ。最近どうよ？」「別に変わりないね。ワニ君、君はどうだい？」</jp>	None	None
50	銘柄	Brand,Make	Inscription,Pattern	銘,柄	The <kanji>inscription</kanji>'s <kanji>pattern</kanji> shows what <vocabulary>brand</vocabulary> or <vocabulary>make</vocabulary> this item is. If the pattern of the inscription is an apple, you'll know the brand is Apple. If it's a Window, you know it's Microsoft. Etc.	noun	<reading><jp>めいがら</jp></reading>	めいがら	This word uses the on'yomi reading for the first kanji and the kun'yomi reading for the second. Luckily, you've learned them both already so you should be able to slap them together and know the reading of this word!	[sound:Vocab-めいがら-Male.mp3]	[sound:Vocab-めいがら-Female.mp3]	How much longer will it take you to decide which brand to recommend to your customer?	<jp>後どれくらいでお客さんに推奨する銘柄が決まりそうですか。</jp>	None	None	None	None	None	None
17	紀元前	Before Christ,Bc,Bce,Before Common Era	Account,Origin,Front	紀,元,前	"Remember how <jp>紀元後</jp> is ""After death"" or ""AD""? Well, this is the opposite because it has a <kanji>before</kanji> (<jp>前</jp>) in it. It's <vocabulary>BC</vocabulary> or <vocabulary>Before Christ</vocabulary>."	noun	<reading><jp>きげんぜん</jp></reading>	きげんぜん	This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well. It will also help if you know how to read <jp>紀元後</jp> already, because then you'll just have to remember the <jp>前</jp>.	[sound:Vocab-きげんぜん-Male.mp3]	[sound:Vocab-きげんぜん-Female.mp3]	Until about what year before Christ did the dinosaurs exist?	<jp>きょうりゅうがいたのは、紀元前何年ごろまでですか。</jp>	This Kochi keeps insisting that he's a man who time traveled from pre-Christian, Ancient Rome.	<jp>今日のコウイチは、自分は紀元前の古代ローマからタイムスリップしてきた男だって言いはってきかないんです。</jp>	If time machines existed, I would want to go to 3000 B.C.	<jp>もしタイムマシーンがあったなら、紀元前三千年紀に行ってみたいな。</jp>	None	None
54	応酬	Exchange,Reciprocation	Respond,Repay	応,酬	<kanji>Repay</kanji> what someone lent you in <kanji>response</kanji> to them already lending YOU money, and the two of you will have <vocabulary>exchange</vocabulary>d money. 	noun,する verb	<reading><jp>おうしゅう</jp></reading>	おうしゅう	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-おうしゅう-Male.mp3]	[sound:Vocab-おうしゅう-Female.mp3]	Both teams’ fans continued to exchange jeers.	<jp>両チームのファンからやじの応酬が続いた。</jp>	None	None	None	None	None	None
1	力いっぱい	With All One's Strength,Full Power,As Hard As One Can	Power	力	"You've hopefully already learned that <jp>力</jp> means ""power"". You might have also heard the word <jp>いっぱい</jp>, because it's used a lot in conversation. It has a few meanings (you'll learn more of them later) but the important one here is ""full"" or ""a lot"". Put these two words together and you have <vocabulary>full power</vocabulary>, <vocabulary>with all one’s strength</vocabulary>, and <vocabulary>as hard as one can</vocabulary>. Remember this one with all your strength!<br><br>

Just a side note: <jp>いっぱい</jp> can also be written in kanji, which you'll learn later on! However, in simple words like this one it's usually written in kana."	adverb,expression	<reading><jp>ちからいっぱい</jp></reading>	ちからいっぱい	<jp>力</jp> uses the same reading as you learned with the vocabulary. That's because this is basically two separate words stuck together.	[sound:Vocab-ちからいっぱい-Male.mp3]	[sound:Vocab-ちからいっぱい-Female.mp3]	We did our best!	<jp>力いっぱいがんばりました！</jp>	Please push on the door as hard as you can.	<jp>ドアを力いっぱいおしてください。</jp>	I ran as fast as I could in the relay.	<jp>リレーでは力いっぱいはしりました。</jp>	None	None
