Level	Symbol	Meaning	Kanji Component Name	Kanji Component Symbol	Meaning Mnemonic	Word Type	Reading	Reading Whitelist	Reading Mnemonic	Reading Audio Male	Reading Audio Female	Context 1-EN	Context 1-JP	Context 2-EN	Context 2-JP	Context 3-EN	Context 3-JP	Context 4-EN	Context 4-JP
5	仕草	Action,Gesture,Behavior	Doing,Grass	仕,草	Things you end up <kanji>doing</kanji> in the <kanji>grass</kanji> and not inside probably take a lot of big <vocabulary>action</vocabulary>s and <vocabulary>gesture</vocabulary>s. You have to do them outside on the grass because if you did them anywhere else you might break something.	noun	<reading><jp>しぐさ</jp></reading>	しぐさ	The reading is a combination of on'yomi and kun'yomi. That being said, both readings for both kanji are the readings you learned with the kanji so you should be able to read this. Just watch out because rendaku makes <jp>くさ</jp> become <jp>ぐさ</jp>.	[sound:Vocab-しぐさ-Male.mp3]	[sound:Vocab-しぐさ-Female.mp3]	I love to see her picking flowers.	<jp>かの女が花をつむ仕草が大すきです。</jp>	What kinds of female gestures do men usually like?	<jp>男せいがすきな女せいの仕草はなんですか。</jp>	I was appalled by the smoking adults’ behavior.	<jp>煙草を吸う大人の仕草にドキッとした。</jp>	None	None
38	逃げる	To Escape,To Flee,To Run Away	Escape	逃	Because the hiragana ends with an <jp>う</jp> sound, you know this word is a verb. The kanji itself means <kanji>escape</kanji> so the verb vocab version is <vocabulary>to escape</vocabulary>. Also, it can be <vocabulary>to flee</vocabulary> or <vocabulary>to run away</vocabulary>. Basically, if you're trying to get away from someone or something, you could be doing this.	intransitive verb,ichidan verb	<reading><jp>にげる</jp></reading>	にげる	You are trying <vocabulary>to escape</vocabulary> from something chasing you, but you can't run fast because of your <reading>knee</reading> (<jp>に</jp>). You try to run, but it keeps holding you back. Feel the fear and pain of running with a hurt knee, and curse that knee of yours for holding you back.	[sound:Vocab-にげる-Male.mp3]	[sound:Vocab-にげる-Female.mp3]	While running away from my furious wife, my suit got really torn up.	<jp>怒り狂った妻から逃げ回っているうちに、スーツがボロボロに痛んでしまいました。</jp>	None	None	None	None	None	None
47	詐欺	Fraud,Swindling,Scam	Lie,Deceit	詐,欺	If there are <kanji>lie</kanji>s and <kanji>deceit</kanji> in your interactions with people, you're committing <vocabulary>fraud</vocabulary>, you're carrying out a <vocabulary>scam</vocabulary>, you're <vocabulary>swindling</vocabulary>.	noun,の adjective	<reading><jp>さぎ</jp></reading>	さぎ	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-さぎ-Male.mp3]	[sound:Vocab-さぎ-Female.mp3]	If you want to know various swindling tricks, you should ask Jenny.	<jp>色々な詐欺の手口について知りたいなら、ジェニーに聞いたらいいよ。</jp>	My grandmother was cheated out of one million yen in an imposter scam.	<jp>うちのお婆ちゃん、オレオレ詐欺にあって、百万円を騙し取られたんだ。</jp>	Have you ever been accused of committing fraud?	<jp>詐欺を働いて告訴された経験はおありですか。</jp>	None	None
30	匂う	To Be Fragrant,To Smell Good	Scent	匂	This word consists of kanji with hiragana attached. Because the hiragana ends with an <jp>う</jp> sound, you know this word is a verb. The kanji itself means <kanji>scent</kanji> or <kanji>fragrance</kanji> so the verb version is <vocabulary>to be fragrant</vocabulary> or <vocabulary>to smell good</vocabulary>.	intransitive verb,godan verb	<reading><jp>におう</jp></reading>	におう	Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You learned this reading with the kanji, so you should be able to read it already!	[sound:Vocab-におう-Male.mp3]	[sound:Vocab-におう-Female.mp3]	This perfume doesn't smell at all.	<jp>この香水は、全く匂わない。</jp>	It smells like chocolate from the factory.	<jp>その工場からは、チョコレートの香りが匂います。</jp>	In spring, different kinds of tulips are fragrant at the flower garden and people visit to enjoy the smells.	<jp>春の花畑では、色んな種類のチューリップが匂い、人がたくさん訪れて香りを楽しみます。</jp>	None	None
15	坂	Slope,Hill	Slope	坂	The kanji and the word are exactly the same. That means they share meanings as well.	noun	<reading><jp>さか</jp></reading>	さか	The reading you learned with the kanji is the same as this one.	[sound:Vocab-さか-Male.mp3]	[sound:Vocab-さか-Female.mp3]	That temple stands at the top of this hill.	<jp>その寺なら、この坂を上ったところにありますよ。</jp>	Viet likes going down gentle slopes on his bicycle.	<jp>ビエトは自転車でゆるやかな坂を下るのが好きです。</jp>	The Tofugu baseball team has been on a downward slope since it lost its star player, Fugu.	<jp>スター選手であったフグを失ってから、Tofugu野球チームの調子は下り坂となってしまった。</jp>	None	None
55	凝る	To Be Absorbed In,To Grow Stiff,To Be Devoted To	Congeal	凝	This word consists of kanji with hiragana attached. Because the hiragana ends with an <jp>う</jp> sound, you know this word is a verb. The kanji itself means <kanji>congeal</kanji> or <kanji>freeze</kanji>, so the verb version is <vocabulary>to grow stiff</vocabulary>. But it's also used to mean what happens when your emotions or interests freeze on one thing. You start <vocabulary>to be absorbed in</vocabulary> whatever that thing is. Try to remember both meanings.	intransitive verb,godan verb	<reading><jp>こる</jp></reading>	こる	"Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You didn't learn that reading with this kanji, so here's a mnemonic to help you: <br><br>

What have all your friends started <vocabulary>to be absorbed in</vocabulary>? Their <reading><jp>子</jp></reading>s (<jp>こ</jp>). They all keep having kids and now that's all they seem to care about. Damn kids."	[sound:Vocab-こる-Male.mp3]	[sound:Vocab-こる-Female.mp3]	I’m always absorbed in the arrangement of my wife’s food.	<jp>妻の料理の盛り付けは、いつも凝っています。</jp>	None	None	None	None	None	None
20	犯す	To Commit A Crime,To Make A Mistake,To Rape	Crime	犯	This word consists of kanji with hiragana attached. Because the hiragana ends with an <jp>う</jp> sound, you know this word is a verb. The kanji itself means <kanji>crime</kanji> and the verb vocab version can mean <vocabulary>to commit a crime</vocabulary>, <vocabulary>to make a mistake</vocabulary>, or <vocabulary>to rape</vocabulary>, depending on the context.	transitive verb,godan verb	<reading><jp>おかす</jp></reading>	おかす	You go <vocabulary>to commit a crime</vocabulary>. How did it go, you think? Well, I thought it went <reading>oka</reading>y (<jp>おか</jp>). Imagine yourself committing a crime and it going just okay. Not great, not bad... meh. Okay.	[sound:Vocab-おかす-Male.mp3]	[sound:Vocab-おかす-Female.mp3]	I'm going to confess to the sin I committed during the war.	<jp>これから戦時中に犯した罪を告白します。</jp>	I don't think it's worth doing if we have to break the law.	<jp>法律を犯してまでするような事じゃないよね。</jp>	Viet is incapable of making mistakes. For Viet, nothing is impossible.	<jp>ビエトがミスを犯すことなどない。ビエトに不可能は無い。</jp>	None	None
36	継承	Succession,Inheritance	Inherit,Consent	継,承	I will <kanji>inherit</kanji> at your <kanji>consent</kanji>. It's not just given straight to me at birth, though it kind of is. I get <vocabulary>succession</vocabulary>, but only if people say it's okay.	noun,する verb	<reading><jp>けいしょう</jp></reading>	けいしょう	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-けいしょう-Male.mp3]	[sound:Vocab-けいしょう-Female.mp3]	There is a rumor that someone is plotting the assassination of the successor to the throne.	<jp>王位継承者の暗殺を企てている者がいるとの噂があります。</jp>	None	None	None	None	None	None
32	預かる	To Look After,To Take Care Of,To Hold On To	Deposit	預	"Because the hiragana ends with an <jp>う</jp> sound, you know this word is a verb. <br><br>

The kanji itself means <kanji>deposit</kanji>, and you already learned a similar word that means the same thing as the kanji, <jp>預ける</jp>. With this verb, someone is depositing something (or someone) with you, because they want you <vocabulary>to look after</vocabulary>, <vocabulary>to take care of</vocabulary>, or <vocabulary>to hold on to</vocabulary> it.<br><br>

To differentiate it with <jp>預ける</jp>, think of the <jp>か</jp> in <jp>預かる</jp>. The only thing you're willing to look after is your <reading>car</reading> (<jp>か</jp>), and nothing else! Someone asks you to look after their kids? Sorry, nothing doing, you're busy taking care of your car. Can you hold on to someone's luggage for them? Nope, your car takes priority."	transitive verb,godan verb	<reading><jp>あずかる</jp></reading>	あずかる	"Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You learned this before with the pair verb <jp>預ける</jp>, but here's a mnemonic to remind you just in case:<br><br>

You need someone <vocabulary>to look after</vocabulary> your kids for the day. Hey I have an idea! Leave them with the monkeys at <reading>a zoo</reading> (<jp>あず</jp>)! Monkeys love kids, and kids love monkeys. Now you can zoom off in your <reading>car</reading>s (<jp>か</jp>) for the day!"	[sound:Vocab-あずかる-Male.mp3]	[sound:Vocab-あずかる-Female.mp3]	It's been decided I'll take care of my sister's child on Sunday.	<jp>日曜日に妹の子供を預かることになった。</jp>	The job of a bank isn't only to take care of money.	<jp>銀行の仕事はお金を預かるだけではありません。</jp>	I want you to hold onto this for me in case I need it.	<jp>必要になった時のために預かっておいてほしい。</jp>	None	None
4	丸ごと	In Its Entirety,Whole,Wholly,Entirely	Circle	丸	If you go to (<jp>ごと</jp>) a <kanji>circle</kanji>, you need to go to it <vocabulary>in its entirety</vocabulary>. That means you have to circle around the <vocabulary>whole</vocabulary> thing. Otherwise, it isn't even a circle. It's like a line or a squiggle or something.	adverb	<reading><jp>まるごと</jp></reading>	まるごと	Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You learned this reading, so you should be able to read this too!	[sound:Vocab-まるごと-Male.mp3]	[sound:Vocab-まるごと-Female.mp3]	I’m memorizing the whole song.	<jp>わたしは、そのうたを丸ごとあんきしています。</jp>	Please give me the whole cow, not half.	<jp>その牛、半分だけじゃなくて丸ごと一とう下さい。</jp>	This cake is filled entirely with apples.	<jp>このケーキには林檎が丸ごと入っています。</jp>	None	None
38	頼み	A Favor,Favor,A Request,Request	Trust	頼	"To <jp>頼む</jp> is ""to ask for"" or ""to request."" The noun version of that is <vocabulary>a favor</vocabulary> or <vocabulary>a request</vocabulary>."	noun	<reading><jp>たのみ</jp></reading>	たのみ	The reading comes from <jp>頼む</jp>.	[sound:Vocab-たのみ-Male.mp3]	[sound:Vocab-たのみ-Female.mp3]	Koichi asked Viet to open the window, but Viet turned down Koichi's request.	<jp>コウイチはビエトに窓を開けるよう頼みましたが、ビエトはコウイチの頼みを拒絶しました。</jp>	None	None	None	None	None	None
47	門扉	Doors Of A Gate,Gate Doors	Gates,Front Door	門,扉	A <kanji>gate</kanji>'s <kanji>front door</kanji> is the <vocabulary>doors of a gate</vocabulary> or <vocabulary>gate doors</vocabulary>.	noun	<reading><jp>もんぴ</jp></reading>	もんぴ	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own. Watch out for the rendaku.	[sound:Vocab-もんぴ-Male.mp3]	[sound:Vocab-もんぴ-Female.mp3]	When I was waiting in front of the gate doors someone cut in front of me.	<jp>私が門扉の前で待っていると、誰かが割り込んできました。</jp>	None	None	None	None	None	None
31	豪華	Luxurious,Splendid	Luxurious,Showy	豪,華	So <kanji>luxurious</kanji>! So <kanji>showy</kanji>! Whatever this thing is, it is <vocabulary>luxurious</vocabulary> and <vocabulary>splendid</vocabulary> and I want one.	noun,な adjective	<reading><jp>ごうか</jp></reading>	ごうか	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-ごうか-Male.mp3]	[sound:Vocab-ごうか-Female.mp3]	Wow! That’s splendid. They look delicious. (Kansai-ben)	<jp>うわっ！めっちゃ豪華やん。美味しそう。（関西弁）</jp>	None	None	None	None	None	None
5	図	Diagram	Diagram	図	The kanji and the word are exactly the same. That means they share meanings as well.	noun,suffix	<reading><jp>ず</jp></reading>	ず	While words that are made up of a single kanji usually take the kun'yomi reading, this one takes the on'yomi reading. Luckily, this is the same reading you learned with the kanji, so it shouldn't be too hard to remember.	[sound:Vocab-ず-Male.mp3]	[sound:Vocab-ず-Female.mp3]	Please look at the diagram below.	<jp>下の図を見てください。</jp>	If you click it, an enlarged view will appear.	<jp>クリックすると、かく大図がひょうじされます。</jp>	Your brother drew a simple diagram of the relationship between him and his girlfriend.	<jp>あなたのお兄さんは、自分と彼女の関係を簡単な図に表しました。</jp>	None	None
16	残す	To Leave Behind,To Leave Over	Remainder	残	"This word consists of kanji with hiragana attached. Because the hiragana ends with an <jp>う</jp> sound, you know this word is a verb. The kanji itself means <kanji>remainder</kanji>, but you can't really ""to remainder."" What is something that's similar that would make sense? How about <vocabulary>to leave behind</vocabulary>. This is when you're actually doing the leaving behind too. For example, you eat some food and you leave behind your rice because you're a bad child. You can remember this because of <jp>す</jp>. Every time you leave some food behind your mom would <reading>sue</reading> you, because she was a terrible mom. Imagine this."	transitive verb,godan verb	<reading><jp>のこす</jp></reading>	のこす	The reading for this word can come from level 14 item <jp>残る</jp>. Associate the two in your mind and you'll be able to read both.	[sound:Vocab-のこす-Male.mp3]	[sound:Vocab-のこす-Female.mp3]	Why don't we leave this creamy chicken pot pie for tomorrow?	<jp>このクリーミーチキンポットパイ、明日に残しておかない？</jp>	Koichi passed away and left a huge amount of debt behind for Viet.	<jp>コウイチは、ビエトに多がくのしゃっ金を残して死んでしまいました。</jp>	Thieves broke into the Tofugu office and stole some of our stickers last night, but they were so stupid that they made the elementary mistake of leaving behind their fingerprints.	<jp>昨夜Tofuguオフィスに泥棒が入り、Tofuguステッカーを何枚か盗んで行ったのですが、馬鹿な泥棒たちは、指紋を残すという初歩的な過ちも犯しました。</jp>	None	None
44	朱印	Red Seal	Vermillion,Seal	朱,印	A <kanji>vermillion</kanji> colored <kanji>seal</kanji> is a <vocabulary>red seal</vocabulary>. Just look up the (Japanese) word in Google Image search and you'll see what this is.	noun	<reading><jp>しゅいん</jp></reading>	しゅいん	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-しゅいん-Male.mp3]	[sound:Vocab-しゅいん-Female.mp3]	Could I get the red seal of the shogun on this paper?	<jp>この紙に御朱印を押してもらえますか？</jp>	None	None	None	None	None	None
38	賄う	To Pay,To Cover	Bribe	賄	Because the hiragana ends with an <jp>う</jp> sound, you know this word is a verb. The kanji itself means <kanji>bribe</kanji>, but when you pay a bribe, you are going <vocabulary>to pay</vocabulary> something or <vocabulary>to cover</vocabulary> something, like a meal, or something like that.	transitive verb,godan verb	<reading><jp>まかなう</jp></reading>	まかなう	You need to make a payment, <reading>make a</reading> payment <reading>now</reading> (<jp>まかなう</jp>) <vocabulary>to cover</vocabulary> the cost of this room.	[sound:Vocab-まかなう-Male.mp3]	[sound:Vocab-まかなう-Female.mp3]	I don’t think my income would be enough to feed my family if we had a baby now.	<jp>もし今赤ちゃんができたら、俺の収入だけで家族を賄うのは無理だと思うんだよ。</jp>	None	None	None	None	None	None
47	紙幣	Paper Money,Notes,Bills	Paper,Cash	紙,幣	<kanji>Paper</kanji> <kanji>cash</kanji> is <vocabulary>paper money</vocabulary>.	noun	<reading><jp>しへい</jp></reading>	しへい	This word uses the on'yomi reading for <jp>紙</jp> even though you went through all that trouble to learn the kun'yomi reading. Did you know <vocabulary>paper money</vocabulary> is made of <reading>shee</reading>p (<jp>し</jp>)? Well, part sheep, but there's sheep in there for sure. That's why you can wash your paper money with your t-shirts in the washing machine.	[sound:Vocab-しへい-Male.mp3]	[sound:Vocab-しへい-Female.mp3]	Whenever I go to America I feel like I’m rich with all the money in my wallet. Though, they are all one dollar bills.	<jp>アメリカに行くと、お財布に紙幣がギッシリ入るのでお金持ちになった気がするんですよね。まあ、それは全部一ドル札なんですが。</jp>	None	None	None	None	None	None
39	甲斐	Effect,Result,Worth	Turtle Shell,Patterned	甲,斐	A <kanji>turtle shell</kanji> that is <kanji>patterned</kanji> has much more <vocabulary>effect</vocabulary> and <vocabulary>result</vocabulary> and <vocabulary>worth</vocabulary> than a non-patterned turtle shell.	noun	<reading><jp>かい</jp></reading>	かい	"You haven't learned this reading for <jp>甲</jp> yet, so here's a mnemonic to help you:<br><br>

If you want to know how much you're <vocabulary>worth</vocabulary>, just take a look at your <reading>ca</reading>r (<jp>か</jp>). Cars are the <vocabulary>result</vocabulary> of money and hard work. So basically, they say how much you're worth!"	[sound:Vocab-かい-Male.mp3]	[sound:Vocab-かい-Female.mp3]	Thanks to his efforts, the newsletter was able to avoid being discontinued.	<jp>努力の甲斐があって、そのニュースレターは廃刊になるのを免れた。</jp>	None	None	None	None	None	None
31	嘆く	To Lament,To Grieve	Sigh	嘆	When you <kanji>sigh</kanji>, you feel a certain type of emotion. A type that makes you feel sad and causes you <vocabulary>to lament</vocabulary> and <vocabulary>to grieve</vocabulary>.	intransitive verb,godan verb	<reading><jp>なげく</jp></reading>	なげく	For the reading, just think about this feeling you're having (this lamenting grieving one). Then, decide you're done with it. <reading>Throw</reading> (<reading><jp>投げ</jp></reading>) it out the window. You don't want these feels anymore!	[sound:Vocab-なげく-Male.mp3]	[sound:Vocab-なげく-Female.mp3]	No amount of grieving can bring the dead back to life, so forget about her quickly and marry me instead.	<jp>どんなにくよくよ嘆いても、死んだ人はもう戻っては来ないんだから、彼女のことはさっさと忘れて、代わりに私と結婚してよ。</jp>	None	None	None	None	None	None
40	犠打	Sacrifice Fly,Sacrifice Bunt	Sacrifice,Hit	犠,打	A <kanji>sacrifice</kanji> <kanji>hit</kanji> is one you do in baseball, when you hit the ball in the air, and then the person on third tags up and scores. In baseball, this can either be a <vocabulary>sacrifice bunt</vocabulary> or <vocabulary>sacrifice fly</vocabulary>.	noun	<reading><jp>ぎだ</jp></reading>	ぎだ	This is a jukugo word that uses the on'yomi readings of the kanji. You've learned the readings for both of these kanji, so you should be able to read this word already! 	[sound:Vocab-ぎだ-Male.mp3]	[sound:Vocab-ぎだ-Female.mp3]	I can’t help but worry about the sacrifice fly.	<jp>犠打にならないか心配です。</jp>	None	None	None	None	None	None
20	妻	Wife,My Wife	Wife	妻	The kanji and the word are exactly the same. That means they share meanings as well. This is used to refer to your own wife, though, for the most part.	noun	<reading><jp>つま</jp></reading>	つま	Since this word is made up of a single kanji, it should use the kun'yomi reading. When learning the kanji, you didn't learn that reading, so here's a mnemonic to help you with this word: Your <kanji>wife</kanji> does everything for you. She feeds you, she bathes you, she cleans up after you and even wipes your butt when you poop. Really, she is doing <reading>too mu</reading>ch (<jp>つま</jp>), and you should stop being a baby.	[sound:Vocab-つま-Male.mp3]	[sound:Vocab-つま-Female.mp3]	For my wife's birthday, I got her a seaplane.	<jp>妻のたん生日に、水上飛行機をプレゼントしました。</jp>	My wife went to Koichi's concert and she said it was fantastic, though her seat was in the last row.	<jp>妻がコウイチのコンサートに行ってきたんですが、最後尾の席だったけど、すごく良かったと言ってましたよ。</jp>	"My ex-wife says, ""You’ll never find someone like me."" Well exactly! That’s the plan!"	<jp>元妻が、「私みたいな女にはもう巡り合わないわよ」とか言うんだけどさ…っていうか、それが俺の計画なんですけど、みたいな？</jp>	None	None
38	馬鹿馬鹿しい	Absurd,Ridiculous,Silly	Horse,Deer	馬,鹿	"Remember how you learned that <jp>馬鹿</jp> means ""idiot?"" Well put two idiots together and everything they say and do is absolutely <vocabulary>absurd</vocabulary>. Remember how <vocabulary>ridiculous</vocabulary> that ""Dumb and Dumber"" movie was? Yeah. Like that."	い adjective	<reading><jp>ばかばかしい</jp></reading>	ばかばかしい	You already learned <jp>馬鹿</jp>, so as long as you can remember it twice in a row, you should be able to read this too!	[sound:Vocab-ばかばかしい-Male.mp3]	[sound:Vocab-ばかばかしい-Female.mp3]	Don’t say stupid things.	<jp>馬鹿馬鹿しいこと言わないでよ。</jp>	None	None	None	None	None	None
39	補充	Resupply,Refill	Supplement,Allocate	補,充	To take a <kanji>supplement</kanji> and <kanji>allocate</kanji> it to where it needs to be is to <vocabulary>resupply</vocabulary> or <vocabulary>refill </vocabulary> something.	noun,する verb,の adjective	<reading><jp>ほじゅう</jp></reading>	ほじゅう	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-ほじゅう-Male.mp3]	[sound:Vocab-ほじゅう-Female.mp3]	Could you refill the printer paper before you leave?	<jp>帰る前にプリンタの紙を補充しておいてもらえるかな。</jp>	None	None	None	None	None	None
38	及ぼす	To Exert,To Reach To	Reach	及	"If <jp>及ぶ</jp> is ""to reach"" then this is something similar. Now you're doing the reaching, and to reach something you have <vocabulary>to exert</vocabulary> yourself to do it. Also, you have <vocabulary>to reach to</vocabulary> the goal you're trying to reach."	transitive verb,godan verb	<reading><jp>およぼす</jp></reading>	およぼす	The reading comes from <jp>及ぶ</jp>, so if you know that, you'll reach the ability to know this word's reading as well.	[sound:Vocab-およぼす-Male.mp3]	[sound:Vocab-およぼす-Female.mp3]	What effect do people think radioactive contamination has on the human body?	<jp>放射能汚染は人体にどのような影響を及ぼすと考えられているのでしょうか。</jp>	None	None	None	None	None	None
